CollectionCode	CcdcNo	HMS	StructuredFormula	StructureType	Title	Authors	Reference	CellParameter	ReducedCellParameter	StandardisedCellParameter	Temperature	Pressure	MineralName	PublicationYear	Quality	
113734	2101717	F m -3 m	Cs2 (Pt Cl6)	K2PtCl6	Controlling photoluminescence and photocatalysis activities in lead-free Cs\(_2\)Pt\(_x\)Sn\(_{1-x}\)Cl\(_6\) perovskites via ion substitution	Yin, Hang; Chen, Junsheng; Guan, Peng; Zheng, Daoyuan; Kong, Qingkun; Yang, Songqiu; Zhou, Panwang; Yang, Bin; Pullerits, Tönu; Han, Keli	Angewandte Chemie, International Edition (2021) 60, (42) p. 22693-22699	10.1517(3) 10.1517(3) 10.1517(3) 90 90 90	7.1783 7.1783 7.1783 60.000 60.000 60.000	10.1517 10.1517 10.1517 90.000 90.000 90.000	150.00	0.101325		2021	10	
123596		F m -3 m	Cs2 Hf Cl6	K2PtCl6	Growth, structure, and temperature dependent emission processes in emerging metal hexachloride scintillators Cs$_2$HfCl$_6$ and Cs$_2$ZrCl$_6$	Mikhailik, V.; Nahornyi, S.S.; Nahorna, V.V.; Wang, P.; Frogley, M.D.; Swiderski, L.; Kolomiets, V.; Vasylechko, L.	Dalton Transactions (2022) 51, (17) p. 6944-6954	10.2990(3) 10.2990(3) 10.2990(3) 90. 90. 90.	7.2825 7.2825 7.2825 60.000 60.000 60.000	10.2990 10.2990 10.2990 90.000 90.000 90.000	12.00	0.101325		2022	10	
123597		F m -3 m	Cs2 Hf Cl6	K2PtCl6	Growth, structure, and temperature dependent emission processes in emerging metal hexachloride scintillators Cs$_2$HfCl$_6$ and Cs$_2$ZrCl$_6$	Mikhailik, V.; Nahornyi, S.S.; Nahorna, V.V.; Wang, P.; Frogley, M.D.; Swiderski, L.; Kolomiets, V.; Vasylechko, L.	Dalton Transactions (2022) 51, (17) p. 6944-6954	10.4208(3) 10.4208(3) 10.4208(3) 90. 90. 90.	7.3686 7.3686 7.3686 60.000 60.000 60.000	10.4208 10.4208 10.4208 90.000 90.000 90.000	300.00	0.101325		2022	10	
123598		F m -3 m	Cs2 Zr Cl6	K2PtCl6	Growth, structure, and temperature dependent emission processes in emerging metal hexachloride scintillators Cs$_2$HfCl$_6$ and Cs$_2$ZrCl$_6$	Mikhailik, V.; Nahornyi, S.S.; Nahorna, V.V.; Wang, P.; Frogley, M.D.; Swiderski, L.; Kolomiets, V.; Vasylechko, L.	Dalton Transactions (2022) 51, (17) p. 6944-6954	10.3060(3) 10.3060(3) 10.3060(3) 90. 90. 90.	7.2874 7.2874 7.2874 60.000 60.000 60.000	10.3060 10.3060 10.3060 90.000 90.000 90.000	12.00	0.101325		2022	10	
123599		F m -3 m	Cs2 Zr Cl6	K2PtCl6	Growth, structure, and temperature dependent emission processes in emerging metal hexachloride scintillators Cs$_2$HfCl$_6$ and Cs$_2$ZrCl$_6$	Mikhailik, V.; Nahornyi, S.S.; Nahorna, V.V.; Wang, P.; Frogley, M.D.; Swiderski, L.; Kolomiets, V.; Vasylechko, L.	Dalton Transactions (2022) 51, (17) p. 6944-6954	10.4331(6) 10.4331(6) 10.4331(6) 90. 90. 90.	7.3773 7.3773 7.3773 60.000 60.000 60.000	10.4331 10.4331 10.4331 90.000 90.000 90.000	300.00	0.101325		2022	10	
126050		F m -3 m	Cs2 Sn Cl6	K2PtCl6	Optical-vibrational properties of the Cs$_2$SnX$_6$ (X = Cl, Br, I) defect perovskites and hole-transport efficiency in dye-sensitized solar cells	Kaltzoglou, Andreas; Antoniadou, Maria; Kontos, Athanassios G.; Stoumpos, Constantinos C.; Perganti, Dorothea; Siranidi, Eirini; Raptis, Vasilios; Trohidou, Kalliopi; Psycharis, Vassilis; Kanatzidis, Mercouri G.; Falaras, Polycarpos	Journal of Physical Chemistry C (2016) 120, (22) p. 11777-11785	10.3817(1) 10.3817(1) 10.3817(1) 90. 90. 90.	7.3410 7.3410 7.3410 60.000 60.000 60.000	10.3817 10.3817 10.3817 90.000 90.000 90.000	293.00	0.101325		2016	10	
139769	2092632	F m -3 m	Cs2 Te Cl6	K2PtCl6	Lattice dynamics and optoelectronic properties of vacancy-ordered double perovskite Cs\(_2\)TeX\(_6\) (X = Cl\(^-\), Br\(^-\), I\(^-\)) single crystals	Folgueras, Maria C.; Jin, Jianbo; Gao, Mengyu; Quan, Li Na; Steele, Julian A.; Srivastava, Shivani; Ross, Michael B.; Zhang, Rui; Seeler, Fabian; Schierle-Arndt, Kerstin; Asta, Mark; Yang, Peidong	Journal of Physical Chemistry C (2021) 125, (45) p. 25126-25139	10.4669(4) 10.4669(4) 10.4669(4) 90 90 90	7.4012 7.4012 7.4012 60.000 60.000 60.000	10.4669 10.4669 10.4669 90.000 90.000 90.000	293.00	0.101325		2021	10	
143771	2034924	F m -3 m	Cs2 Ru Cl6	K2PtCl6	Chemical control of spin-orbit coupling and charge transfer in vacancy-ordered ruthenium(IV) halide perovskites	Vishnoi, Pratap; Zuo, Julia L.; Cooley, Joya A.; Kautzsch, Linus; Gómez‐Torres, Alejandra; Murillo, Jesse; Fortier, Skye; Wilson, Stephen D.; Seshadri, Ram; Cheetham, Anthony K.	Angewandte Chemie, International Edition (2021) 60, (10) p. 5184-5188	10.205(4) 10.205(4) 10.205(4) 90 90 90	7.2160 7.2160 7.2160 60.000 60.000 60.000	10.2050 10.2050 10.2050 90.000 90.000 90.000	298.00	0.101325		2021	10	
147910		F m -3 m	Cs2 W Cl6	K2PtCl6	Hybrid and inorganic vacancy-ordered double perovskites A\(_2\)WCl\(_6\)	Morgan, Emily E.; Kent, Greggory T.; Zohar, Arava; O’Dea, Anthony; Wu, Guang; Cheetham, Anthony K.; Seshadri, Ram	Chemistry of Materials (2023) 35, (17) p. 7032-7038	10.326451(55) 10.326451(55) 10.326451(55) 90. 90. 90.	7.3019 7.3019 7.3019 60.000 60.000 60.000	10.3265 10.3265 10.3265 90.000 90.000 90.000	293.00	0.101325		2023	10	
175765	2216614	F m -3 m	Cs2 Pt Cl6	K2PtCl6	High-entropy halide perovskite single crystals stabilized by mild chemistry	Folgueras, Maria C.; Jiang, Yuxin; Jianbo, Jin; Yang, Peidong	Nature (London, United Kingdom) (2023) 621, (7978) p. 282-288	10.2152(2) 10.2152(2) 10.2152(2) 90 90 90	7.2232 7.2232 7.2232 60.000 60.000 60.000	10.2152 10.2152 10.2152 90.000 90.000 90.000	293.00	0.101325		2023	10	
175772	2216615	F m -3 m	Cs2 Te Cl6	K2PtCl6	High-entropy halide perovskite single crystals stabilized by mild chemistry	Folgueras, Maria C.; Jiang, Yuxin; Jianbo, Jin; Yang, Peidong	Nature (London, United Kingdom) (2023) 621, (7978) p. 282-288	10.4754(4) 10.4754(4) 10.4754(4) 90 90 90	7.4072 7.4072 7.4072 60.000 60.000 60.000	10.4754 10.4754 10.4754 90.000 90.000 90.000	293.00	0.101325		2023	10	
175774	2216616	F m -3 m	Cs2 Zr Cl6	K2PtCl6	High-entropy halide perovskite single crystals stabilized by mild chemistry	Folgueras, Maria C.; Jiang, Yuxin; Jianbo, Jin; Yang, Peidong	Nature (London, United Kingdom) (2023) 621, (7978) p. 282-288	10.4544(6) 10.4544(6) 10.4544(6) 90 90 90	7.3924 7.3924 7.3924 60.000 60.000 60.000	10.4544 10.4544 10.4544 90.000 90.000 90.000	293.00	0.101325		2023	10	
175862	2216624	F m -3 m	Cs2 Ir Cl6	K2PtCl6	High-entropy halide perovskite single crystals stabilized by mild chemistry	Folgueras, Maria C.; Jiang, Yuxin; Jianbo, Jin; Yang, Peidong	Nature (London, United Kingdom) (2023) 621, (7978) p. 282-288	10.2140(2) 10.2140(2) 10.2140(2) 90 90 90	7.2224 7.2224 7.2224 60.000 60.000 60.000	10.2140 10.2140 10.2140 90.000 90.000 90.000	293.00	0.101325		2023	10	
175863	2216620	F m -3 m	Cs2 Hf Cl6	K2PtCl6	High-entropy halide perovskite single crystals stabilized by mild chemistry	Folgueras, Maria C.; Jiang, Yuxin; Jianbo, Jin; Yang, Peidong	Nature (London, United Kingdom) (2023) 621, (7978) p. 282-288	10.4120(6) 10.4120(6) 10.4120(6) 90 90 90	7.3624 7.3624 7.3624 60.000 60.000 60.000	10.4120 10.4120 10.4120 90.000 90.000 90.000	293.00	0.101325		2023	10	
175864	2216618	F m -3 m	Cs2 Os Cl6	K2PtCl6	High-entropy halide perovskite single crystals stabilized by mild chemistry	Folgueras, Maria C.; Jiang, Yuxin; Jianbo, Jin; Yang, Peidong	Nature (London, United Kingdom) (2023) 621, (7978) p. 282-288	10.23230(10) 10.23230(10) 10.23230(10) 90 90 90	7.2353 7.2353 7.2353 60.000 60.000 60.000	10.2323 10.2323 10.2323 90.000 90.000 90.000	293.00	0.101325		2023	10	
175866	2216626	F m -3 m	Cs2 Re Cl6	K2PtCl6	High-entropy halide perovskite single crystals stabilized by mild chemistry	Folgueras, Maria C.; Jiang, Yuxin; Jianbo, Jin; Yang, Peidong	Nature (London, United Kingdom) (2023) 621, (7978) p. 282-288	10.2725(4) 10.2725(4) 10.2725(4) 90 90 90	7.2638 7.2638 7.2638 60.000 60.000 60.000	10.2725 10.2725 10.2725 90.000 90.000 90.000	293.00	0.101325		2023	10	
175867	2216627	F m -3 m	Cs2 Sn Cl6	K2PtCl6	High-entropy halide perovskite single crystals stabilized by mild chemistry	Folgueras, Maria C.; Jiang, Yuxin; Jianbo, Jin; Yang, Peidong	Nature (London, United Kingdom) (2023) 621, (7978) p. 282-288	10.3743(3) 10.3743(3) 10.3743(3) 90 90 90	7.3357 7.3357 7.3357 60.000 60.000 60.000	10.3743 10.3743 10.3743 90.000 90.000 90.000	293.00	0.101325		2023	10	
202332		P -3 m 1	Cs2 U Cl6	(NH4)2SiF6	Facile synthesis of U Cl4 and Th Cl4, metallothermic reductions of U Cl4 wih alkali metals and crystal structure refinements of U Cl3, U Cl4 and Cs2 U Cl6	Schleid, T.; Meyer, G.; Morss, L.R.	Journal of the Less-Common Metals (1987) 132,  p. 69-77	7.5037(3) 7.5037(3) 6.0540(4) 90. 90. 120.	6.0540 7.5037 7.5037 120.000 90.000 90.000	7.5037 7.5037 6.0540 90.000 90.000 120.000	293.00	0.101325		1987	10	
207336	2083809	F m -3 m	Cs2 Hf Cl6	K2PtCl6	Synthesis and structural characterization of scintillation single crystals of cesium hexachlorohafnate Cs$_2$HfCl$_6$	Smirnova, E.S.; Sidorova, E.V.; Sinel’nikov, A.N.; Sinel’nikov, N.N.; Sorokin, Т.A.; Artemov, V.V.; Alekseeva, O.A.	Journal of Structural Chemistry (2021) 62, (11) p. 1774-1782	10.399(3) 10.399(3) 10.399(3) 90 90 90	7.3532 7.3532 7.3532 60.000 60.000 60.000	10.3990 10.3990 10.3990 90.000 90.000 90.000	293.00	0.101325		2021	10	
240711		F m -3 m	Cs2 (Ta Cl6)	K2PtCl6	Dicesium hexachlorotantalate(IV), Cs2 Ta Cl6	Yun, H.; Jang, G.-J.	Acta Crystallographica, Section E: Structure Reports Online (2007) 63,  p. i22-i23	10.271(4) 10.271(4) 10.271(4) 90 90 90	7.2627 7.2627 7.2627 60.000 60.000 60.000	10.2710 10.2710 10.2710 90.000 90.000 90.000	293.00	0.101325		2007	10	
409674		F m -3 m	Cs2 (W Cl6)	K2PtCl6	Crystal structure of dicesium hexachlorotungstate(IV), Cs2 (W Cl6)	Wang, P.; Xu, W.; Zheng, Y.-Q.	Zeitschrift fuer Kristallographie - New Crystal Structures (2003) 218,  p. 25	10.245(1) 10.245(1) 10.245(1) 90. 90. 90.	7.2443 7.2443 7.2443 60.000 60.000 60.000	10.2450 10.2450 10.2450 90.000 90.000 90.000	293.00	0.101325		2003	10	
409808		F m -3 m	Cs2 (Mo Cl6)	K2PtCl6	Crystal structure of dicesium hexachloromolybdate(IV), Cs2 [Mo Cl6]	Hu, B.; Wang, P.; Xiao, Y.; Song, L.-P.	Zeitschrift fuer Kristallographie - New Crystal Structures (2005) 220,  p. 298	10.2121(6) 10.2121(6) 10.2121(6) 90. 90. 90.	7.2210 7.2210 7.2210 60.000 60.000 60.000	10.2121 10.2121 10.2121 90.000 90.000 90.000	293.00	0.101325		2005	10	
16658		P -3 m 1	Cs2 Th Cl6	(NH4)2SiF6	The structures of Cs2 Th Cl6 and Cs2 U Cl6	Siegel, S.	Acta Crystallographica (1956) 9,  p. 827	7.614(7) 7.614(7) 6.038(7) 90. 90. 120.	6.0380 7.6140 7.6140 120.000 90.000 90.000	7.6140 7.6140 6.0380 90.000 90.000 120.000	293.00	0.101325		1956	-1	
16659		P -3 m 1	Cs2 U Cl6	(NH4)2SiF6	The structures of Cs2 Th Cl6 and Cs2 U Cl6	Siegel, S.	Acta Crystallographica (1956) 9,  p. 827	7.492(3) 7.492(3) 6.038(3) 90. 90. 120.	6.0380 7.4920 7.4920 120.000 90.000 90.000	7.4920 7.4920 6.0380 90.000 90.000 120.000	293.00	0.101325		1956	-1	
23165		P 63 m c	Cs2 Bk Cl6	K2MnF6	Preparation and Crystal Structures of Dicesium Berkelium Hexachloride and Dicesium Sodium Berkelium Hexachloride	Morss, L.R.; Fuger, J.	Inorganic Chemistry (1969) 8,  p. 1433-1439	7.450(3) 7.450(3) 12.098(5) 90. 90. 120.	7.4500 7.4500 12.0980 90.000 90.000 120.000	7.4500 7.4500 12.0980 90.000 90.000 120.000	293.00	0.101325		1969	-1	
26690		F m -3 m	Cs2 (Ti Cl6)	K2PtCl6	Die Kristallstrukturen einiger Hexachlorokomplexsalze.	Engel, G.	Zeitschrift fuer Kristallographie (1935) 90,  p. 341-373	10.219(3) 10.219(3) 10.219(3) 90. 90. 90.	7.2259 7.2259 7.2259 60.000 60.000 60.000	10.2190 10.2190 10.2190 90.000 90.000 90.000	293.00	0.101325		1935	-1	
26693		F m -3 m	Cs2 (Se Cl6)	K2PtCl6	Die Kristallstrukturen einiger Hexachlorokomplexsalze.	Engel, G.	Zeitschrift fuer Kristallographie (1935) 90,  p. 341-373	10.260(3) 10.260(3) 10.260(3) 90. 90. 90.	7.2549 7.2549 7.2549 60.000 60.000 60.000	10.2600 10.2600 10.2600 90.000 90.000 90.000	293.00	0.101325		1935	-1	
26695		F m -3 m	Cs2 (Zr Cl6)	K2PtCl6	Die Kristallstrukturen einiger Hexachlorokomplexsalze.	Engel, G.	Zeitschrift fuer Kristallographie (1935) 90,  p. 341-373	10.428(5) 10.428(5) 10.428(5) 90. 90. 90.	7.3737 7.3737 7.3737 60.000 60.000 60.000	10.4280 10.4280 10.4280 90.000 90.000 90.000	293.00	0.101325		1935	-1	
26699		F m -3 m	Cs2 (Sn Cl6)	K2PtCl6	Die Kristallstrukturen einiger Hexachlorokomplexsalze.	Engel, G.	Zeitschrift fuer Kristallographie (1935) 90,  p. 341-373	10.347(2) 10.347(2) 10.347(2) 90. 90. 90.	7.3164 7.3164 7.3164 60.000 60.000 60.000	10.3470 10.3470 10.3470 90.000 90.000 90.000	293.00	0.101325		1935	-1	
26704		F m -3 m	Cs2 (Te Cl6)	K2PtCl6	Die Kristallstrukturen einiger Hexachlorokomplexsalze.	Engel, G.	Zeitschrift fuer Kristallographie (1935) 90,  p. 341-373	10.445(3) 10.445(3) 10.445(3) 90. 90. 90.	7.3857 7.3857 7.3857 60.000 60.000 60.000	10.4450 10.4450 10.4450 90.000 90.000 90.000	293.00	0.101325		1935	-1	
26709		F m -3 m	Cs2 (Pt Cl6)	K2PtCl6	Die Kristallstrukturen einiger Hexachlorokomplexsalze.	Engel, G.	Zeitschrift fuer Kristallographie (1935) 90,  p. 341-373	10.192(3) 10.192(3) 10.192(3) 90. 90. 90.	7.2068 7.2068 7.2068 60.000 60.000 60.000	10.1920 10.1920 10.1920 90.000 90.000 90.000	293.00	0.101325		1935	-1	
26713		F m -3 m	Cs2 (Pb Cl6)	K2PtCl6	Die Kristallstrukturen einiger Hexachlorokomplexsalze.	Engel, G.	Zeitschrift fuer Kristallographie (1935) 90,  p. 341-373	10.416(2) 10.416(2) 10.416(2) 90. 90. 90.	7.3652 7.3652 7.3652 60.000 60.000 60.000	10.4160 10.4160 10.4160 90.000 90.000 90.000	293.00	0.101325		1935	-1	
28892		F m -3 m	Cs2 (Ge Cl6)	K2PtCl6	Chlorogermanic acid and the chlorogermanates. properties and crystal structure of cesium hexachlorogermanate	Laubengayer, A.W.; Billings, O.B.; Newkirk, A.E.	Journal of the American Chemical Society (1940) 62,  p. 546-548	10.23 10.23 10.23 90. 90. 90.	7.2337 7.2337 7.2337 60.000 60.000 60.000	10.2300 10.2300 10.2300 90.000 90.000 90.000	293.00	0.101325		1940	-1	
29030		F m -3 m	Cs2 (Sn Cl6)	K2PtCl6	Die Kristallstrukturen einiger Verbindungen vom K2 Pt Cl6 - Typ	Engel, G.	Naturwissenschaften (1933) 21,  p. 704	10.369(6) 10.369 10.369 90. 90. 90.	7.3320 7.3320 7.3320 60.000 60.000 60.000	10.3690 10.3690 10.3690 90.000 90.000 90.000	293.00	0.101325		1933	-1	
29031		F m -3 m	Cs2 (Te Cl6)	K2PtCl6	Die Kristallstrukturen einiger Verbindungen vom K2 Pt Cl6 - Typ	Engel, G.	Naturwissenschaften (1933) 21,  p. 704	10.449(5) 10.449(5) 10.449(5) 90. 90. 90.	7.3886 7.3886 7.3886 60.000 60.000 60.000	10.4490 10.4490 10.4490 90.000 90.000 90.000	293.00	0.101325		1933	-1	
29032		F m -3 m	Cs2 (Pt Cl6)	K2PtCl6	Die Kristallstrukturen einiger Verbindungen vom K2 Pt Cl6 - Typ	Engel, G.	Naturwissenschaften (1933) 21,  p. 704	10.185(4) 10.185(4) 10.185(4) 90. 90. 90.	7.2019 7.2019 7.2019 60.000 60.000 60.000	10.1850 10.1850 10.1850 90.000 90.000 90.000	293.00	0.101325		1933	-1	
29033		F m -3 m	Cs2 (Pb Cl6)	K2PtCl6	Die Kristallstrukturen einiger Verbindungen vom K2 Pt Cl6 - Typ	Engel, G.	Naturwissenschaften (1933) 21,  p. 704	10.436(5) 10.436 10.436 90. 90. 90.	7.3794 7.3794 7.3794 60.000 60.000 60.000	10.4360 10.4360 10.4360 90.000 90.000 90.000	293.00	0.101325		1933	-1	
38166		P -3 m 1	Cs2 Pu Cl6	(NH4)2SiF6	Crystal chemical studies of the 5f-series of elements. II. The crystal structure of Cs2 Pu Cl6	Zachariasen, W.H.	Acta Crystallographica (1948) 1,  p. 268-269	7.45(1) 7.45 6.04(1) 90. 90. 120.	6.0400 7.4500 7.4500 120.000 90.000 90.000	7.4500 7.4500 6.0400 90.000 90.000 120.000	293.00	0.101325		1948	-1	
138848		F m -3 m	Cs2 Pd Cl6	K2PtCl6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	10.3140 10.3140 10.3140 90.0000 90.0000 90.0000	7.2931 7.2931 7.2931 60.000 60.000 60.000	10.3140 10.3140 10.3140 90.000 90.000 90.000	293.00	0.101325		2021	-1	
139060		F m -3 m	Cs2 Os Cl6	K2PtCl6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	10.3096 10.3096 10.3096 90.0000 90.0000 90.0000	7.2900 7.2900 7.2900 60.000 60.000 60.000	10.3096 10.3096 10.3096 90.000 90.000 90.000	293.00	0.101325		2021	-1	
175519		F m -3 m	Cs2 Pt Cl6	K2PtCl6	Structural properties of some vacancy-ordered platinum halide perovskites	Bennett, Caleb J.; Brand, Helen E.A; Yuen, Alexander K.L.; Nicholas, Maria K.; Kennedy, Brendan J.	Inorganic Chemistry (2024) 63, (10) p. 4681-4690	10.21037(9) 10.21037(9) 10.21037(9) 90. 90. 90.	7.2198 7.2198 7.2198 60.000 60.000 60.000	10.2104 10.2104 10.2104 90.000 90.000 90.000	300.00	0.101325		2024	-1	
179841		F m -3 m	Cs2 Sn Cl6	K2PtCl6	Anion distribution, structural distortion, and symmetry-driven optical band gap bowing in mixed halide Cs\(_2\)SnX\(_6\) vacancy ordered double perovskites	Karim, Maham M.S.; Ganose, Alex M.; Pieters, Laura; Winnie Leung, W.W.; Wade, Jessica; Zhang, Lina; Scanlon, David O.; Palgrave, Robert G.	Chemistry of Materials (2019) 31, (22) p. 9430-9444	10.3573(1) 10.3573(1) 10.3573(1) 90. 90. 90.	7.3237 7.3237 7.3237 60.000 60.000 60.000	10.3573 10.3573 10.3573 90.000 90.000 90.000	293.00	0.101325		2019	-1	
200		R -3 m H	Cs2 Na (Cr F6)	Ba2NiTeO6	Strukturen caesiumhaltiger Fluoride, III. Die Kristallstrukturen der hexagonalen Elpasolithe: 12L-Cs2 Na Cr F6, 12L-Cs2 Na Fe F6 und 2L-Cs2 Li Ga F6	Babel, D.; Haegele, R.	Journal of Solid State Chemistry (1976) 18,  p. 39-50	6.243(7) 6.243(7) 30.00(1) 90. 90. 120.	6.2429 6.2429 10.6298 72.923 72.923 60.000	6.2430 6.2430 30.0000 90.000 90.000 120.000	293.00	0.101325		1976	10	
201		R -3 m H	Cs2 Na (Fe F6)	Ba2NiTeO6	Strukturen caesiumhaltiger Fluoride, III. Die Kristallstrukturen der hexagonalen Elpasolithe: 12L-Cs2 Na Cr F6, 12L-Cs2 Na Fe F6 und 2L-Cs2 Li Ga F6	Babel, D.; Haegele, R.	Journal of Solid State Chemistry (1976) 18,  p. 39-50	6.267(7) 6.267(7) 30.48(1) 90. 90. 120.	6.2670 6.2670 10.7851 73.110 73.110 60.000	6.2670 6.2670 30.4800 90.000 90.000 120.000	293.00	0.101325		1976	10	
202		P -3 m 1	Cs2 Li (Ga F6)		Strukturen caesiumhaltiger Fluoride, III. Die Kristallstrukturen der hexagonalen Elpasolithe: 12L-Cs2 Na Cr F6, 12L-Cs2 Na Fe F6 und 2L-Cs2 Li Ga F6	Babel, D.; Haegele, R.	Journal of Solid State Chemistry (1976) 18,  p. 39-50	6.249(5) 6.249(5) 5.086(5) 90. 90. 120.	5.0860 6.2490 6.2490 120.000 90.000 90.000	6.2490 6.2490 5.0860 90.000 90.000 120.000	293.00	0.101325		1976	10	
23143		F m -3 m	Cs2 Na Er F6	K2NaAlF6	Etude Cristallographique de Quelques Fluorures Complexes de Terres Rares de Formule A2 Na T F6	Aleonard, S.; Pouzet, C.	Journal of Applied Crystallography (1968) 1,  p. 113-116	9.061(1) 9.061(1) 9.061(1) 90. 90. 90.	6.4071 6.4071 6.4071 60.000 60.000 60.000	9.0610 9.0610 9.0610 90.000 90.000 90.000	293.00	0.101325		1968	10	
37006		R -3 m H	Cs2 Na Mn F6	Ba2NiTeO6	Polymorphie von Cs2 Na Mn F6. Die Kristallstrukturen der Hochdruck- und der Hochtemperaturmodifikation	Massa, W.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1982) 491,  p. 208-216	6.25(1) 6.25(1) 30.54(4) 90. 90. 120.	6.2500 6.2500 10.8006 73.182 73.182 60.000	6.2500 6.2500 30.5400 90.000 90.000 120.000	293.00	0.101325		1982	10	
55003		R -3 m H	Cs2 Na Ga F6	Ba2NiTeO6	Structure determination and a vibrational study for the hexagonal elpasolite Cs2 Na Ga F6 : Cr(3+)	Bordallo, H.N.; Wang, X.; Hanif, K.M.; Strouse, G.F.; da Fonseca, R.J.M.; Sosman, L.P.; Dias Tavares, A.jr.	Journal of Physics: Condensed Matter (2002) 14,  p. 12383-12389	6.244(1) 6.244(1) 30.270(4) 90. 90. 120.	6.2439 6.2439 10.7147 73.060 73.060 60.000	6.2440 6.2440 30.2700 90.000 90.000 120.000	293.00	0.101325	Elpasolite	2002	10	
55694		F m -3 m	Cs2 Na (Sc F6)	K2NaAlF6	The effect of the cation substitution on the structural and vibrational properties of Cs2 Na Gax Sc1-x F6 solid solution	Doriguetto, A.C.; Boschi, T.M.; Pizani, P.S.; Mascarenhas, Y.P.; Ellena, J.	Journal of Chemical Physics (2004) 121, (7) p. 3184-3190	8.867(1) 8.867(1) 8.867(1) 90. 90. 90.	6.2699 6.2699 6.2699 60.000 60.000 60.000	8.8670 8.8670 8.8670 90.000 90.000 90.000	293.00	0.101325		2004	10	
55698		R -3 m H	Cs2 Na (Ga F6)	Ba2NiTeO6	The effect of the cation substitution on the structural and vibrational properties of Cs2 Na Gax Sc1-x F6 solid solution	Doriguetto, A.C.; Boschi, T.M.; Pizani, P.S.; Mascarenhas, Y.P.; Ellena, J.	Journal of Chemical Physics (2004) 121, (7) p. 3184-3190	6.2570(4) 6.2570(4) 30.301(2) 90. 90. 120.	6.2570 6.2570 10.7269 73.043 73.043 60.000	6.2570 6.2570 30.3010 90.000 90.000 120.000	293.00	0.101325		2004	10	
59102		F m -3 m	Cs2 K (Cu F6)	K2NaAlF6	Zur Konstitution von Cs2 K (Cu F6)	Kissel, D.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1986) 532,  p. 17-22	8.894(1) 8.894(1) 8.894(1) 90. 90. 90.	6.2890 6.2890 6.2890 60.000 60.000 60.000	8.8940 8.8940 8.8940 90.000 90.000 90.000	293.00	0.101325		1986	10	
65503		F m -3 m	Cs2 Na Fe F6	K2NaAlF6	Einkristallstrukturbestimmungen der kubischen Hochdruckelpasolithe Rb2 Li Fe F6 und Cs2 Na Fe F6: DruckAbstands-Paradoxon ohne Aenderung der Koordinationszahl	Herdtweck, E.; Massa, W.; Babel, D.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1986) 539,  p. 87-94	8.739(1) 8.739(1) 8.739(1) 90. 90. 90.	6.1794 6.1794 6.1794 60.000 60.000 60.000	8.7390 8.7390 8.7390 90.000 90.000 90.000	295.00	0.101325		1986	10	
67146		F m -3 m	Cs2 K Ti F6	K2NaAlF6	Neues ueber Ti F3 und Fluorotitanate(III): Cs2 K (Ti F6), Rb2 K (Ti F6) und Ti F3 Mit einer Bemerkung ueber Rb3 (Ti F6)	Hoppe, R.; Becker, S.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1989) 568,  p. 126-135	9.115(1) 9.115(1) 9.115(1) 90. 90. 90.	6.4453 6.4453 6.4453 60.000 60.000 60.000	9.1150 9.1150 9.1150 90.000 90.000 90.000	293.00	0.101325		1989	10	
67160		P -3 m 1	Cs2 Na (Ti F6)	Ba2InRuO6	Neues ueber Cs2 Na (Ti F6) Ein weiterer Vertreter der 6-Layer-Struktur	Becker, S.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1989) 579,  p. 16-26	6.2879(9) 6.2879(9) 15.309(3) 90. 90. 120.	6.2879 6.2879 15.3090 90.000 90.000 120.000	6.2879 6.2879 15.3090 90.000 90.000 120.000	293.00	0.101325		1989	10	
91036		I 4/m m m	Cs2 K Mn F6	CsAuCl3	Phase transition in Cs2 K Mn F6: crystal structures of lowand high-temperature modifications	Xu, Y.; Carlson, S.; Sjoedin, A.; Norrestam, R.	Journal of Solid State Chemistry (2000) 150,  p. 399-403	6.319(1) 6.319(1) 9.257(2) 90. 90. 90.	6.3190 6.3190 6.4333 119.414 119.414 90.000	6.3190 6.3190 9.2570 90.000 90.000 90.000	293.00	0.101325		2000	10	
91037		F m -3 m	Cs2 K Mn F6	K2NaAlF6	Phase transition in Cs2 K Mn F6: crystal structures of lowand high-temperature modifications	Xu, Y.; Carlson, S.; Sjoedin, A.; Norrestam, R.	Journal of Solid State Chemistry (2000) 150,  p. 399-403	9.067(1) 9.067(1) 9.067(1) 90. 90. 90.	6.4113 6.4113 6.4113 60.000 60.000 60.000	9.0670 9.0670 9.0670 90.000 90.000 90.000	293.00	0.101325		2000	10	
