CollectionCode	CcdcNo	HMS	StructuredFormula	StructureType	Title	Authors	Reference	CellParameter	ReducedCellParameter	StandardisedCellParameter	Temperature	Pressure	MineralName	PublicationYear	Quality	
200305		B 1 1 2/m	Na Cs2 (Al F6)		The crystal structure of sodium cesium fluoroaluminate Cs2 Na Al F6	Golovastikov, N.I.; Belov, N.V.	Kristallografiya (1978) 23,  p. 42-46	10.697 10.561 6.176 90. 90. 109.73	6.1759 6.1759 10.5610 73.001 73.001 60.001	10.6970 6.1760 10.5610 90.000 109.730 90.000	293.00	0.101325		1978	-1	
281		P -3 m 1	Cs2 (Sn F6)	(NH4)2SiF6	Etude structurale de Cs2 Sn F6	Durand, M.; Galigne, J.L.; Lari-Lavassani, A.	Journal of Solid State Chemistry (1976) 16,  p. 157-160	6.322(6) 6.322(6) 5.032(5) 90. 90. 120.	5.0320 6.3220 6.3220 120.000 90.000 90.000	6.3220 6.3220 5.0320 90.000 90.000 120.000	293.00	0.101325		1976	10	
6041		C c m m	Cs2 V F6		Sur une variete orthorhombique de Cs2 V F6. Preparation et structure cristalline	Waltersson, K.; Wilhelmi, K.A.; Carpy, A.; Galy, J.	Bulletin de la Societe Francaise de Mineralogie et de Cristallographie (1974) 97,  p. 13-17	15.267(5) 6.479(3) 7.001(3) 90. 90. 90.	6.4790 7.0010 8.2924 90.000 112.995 90.000	6.4790 15.2670 7.0010 90.000 90.000 90.000	293.00	0.101325		1974	10	
35107		P -3 m 1	Cs2 Pt F6	(NH4)2SiF6	Ueber hexafluoroplatinate(IV): Cs2 (Pt F6) und Rb2 (Pt F6)	Grosse, L.; Hoppe, R.	Naturwissenschaften (1982) 69,  p. 447	6.208(2) 6.208(2) 5.015(2) 90. 90. 120.	5.0150 6.2080 6.2080 120.000 90.000 90.000	6.2080 6.2080 5.0150 90.000 90.000 120.000	293.00	0.101325		1982	10	
78955		F m -3 m	Cs2 (Pt F6)	K2PtCl6	Der erste Vertreter des K2 Pt Cl6-Typs bei Fluoriden A2 (Pt F6): beta-Cs2 (Pt F6)	Bork, M.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1996) 622,  p. 417-424	9.05(1) 9.05(1) 9.05(1) 90. 90. 90.	6.3993 6.3993 6.3993 60.000 60.000 60.000	9.0500 9.0500 9.0500 90.000 90.000 90.000	293.00	0.101325		1996	10	
136191		P -3 m 1	Cs2 (Pb F6)	(NH4)2SiF6	Alkali metal hexafluorido plumbates(IV) A$_2$[PbF$_6$] (A=Na-Cs) and luminescence of the Mn$^{4+}$-substituted compounds A$_2$[PbF$_6$]:Mn (A=Li-Cs) and Li$_2$[MF$_6$]:Mn (M=Ti, Ge, Sn)	Bandemehr, Jascha; Baumann, Dominik; Seibald, Markus; Kraus, Florian	European Journal of Inorganic Chemistry (2021) 2021, (37) p. 3870-3877	6.4181(3) 6.4181(3) 5.0260(3) 90. 90. 120.	5.0260 6.4181 6.4181 120.000 90.000 90.000	6.4181 6.4181 5.0260 90.000 90.000 120.000	293.00	0.101325		2021	10	
136195		P -3 m 1	Cs2 (Pb F6)	(NH4)2SiF6	Alkali metal hexafluorido plumbates(IV) A$_2$[PbF$_6$] (A=Na-Cs) and luminescence of the Mn$^{4+}$-substituted compounds A$_2$[PbF$_6$]:Mn (A=Li-Cs) and Li$_2$[MF$_6$]:Mn (M=Ti, Ge, Sn)	Bandemehr, Jascha; Baumann, Dominik; Seibald, Markus; Kraus, Florian	European Journal of Inorganic Chemistry (2021) 2021, (37) p. 3870-3877	6.4174(3) 6.4174(3) 5.0289(3) 90. 90. 120.	5.0289 6.4174 6.4174 120.000 90.000 90.000	6.4174 6.4174 5.0289 90.000 90.000 120.000	293.00	0.101325		2021	10	
136301	2063143	F m -3 m	Cs2 Si F6	K2PtCl6	Single-crystal structures of A$_2$SiF$_6$ (A = Tl, Rb, Cs), a better structure model for Tl$_3$[SiF$_6$]F, and its novel tetragonal polymorph	Rienmüller, Julia; Bandemehr, Jascha; Kraus, Florian	Zeitschrift fuer Naturforschung, B: A Journal of Chemical Sciences (2021) 76, (10-12) p. 559-565	8.8638(11) 8.8638(11) 8.8638(11) 90 90 90	6.2677 6.2677 6.2677 60.000 60.000 60.000	8.8638 8.8638 8.8638 90.000 90.000 90.000	200.00	0.101325		2021	10	
175117	2189212	P -3 m 1	Cs2 Ti F6	(NH4)2SiF6	Crystal structures of LiCsTiF$_6$ and Cs$_2$TiF$_6$ and internal mobility of complex anions	Popov, D.Yu.; Kavun, V.Ya.; Gerasimenko, A.V.; Sergienko, V.I.; Antokhina, T.F.	Russian Journal of Coordination Chemistry (2002) 28, (1) p. 19-24	6.213(1) 6.213(1) 5.004(1) 90 90 120	5.0040 6.2130 6.2130 120.000 90.000 90.000	6.2130 6.2130 5.0040 90.000 90.000 120.000	295.00	0.101325		2002	10	
240956		P -3 m 1	Cs2 (Ir F6)	Rb2IrF6	Caesium hexafluoridoiridate(IV)	Smolentsev, A.I.; Gubanov, A.I.; Naumov, D.Yu.; Danilenko, A.M.	Acta Crystallographica, Section E: Structure Reports Online (2007) 63, (12) p. i201	6.2421(3) 6.2421(3) 5.0084(5) 90.00 90.00 120.00	5.0084 6.2421 6.2421 120.000 90.000 90.000	6.2421 6.2421 5.0084 90.000 90.000 120.000	296.00	0.101325		2007	10	
255445	1834616	P -3 m 1	Cs2 Re F6	(NH4)2SiF6	Syntheses, Raman spectroscopy and crystal structures of alkali hexafluoridorhenates(IV) revisited	Louis-Jean, James; Mariappan Balasekaran, Samundeeswari; Smith, Dean; Salamat, Ashkan; Pham, Chien Thang; Poineau, Frederic	Acta Crystallographica, Section E: Crystallographic Communications (2018) 74, (5) p. 646-649	6.2680(10) 6.2680(10) 4.9310(10) 90 90 120	4.9310 6.2680 6.2680 120.000 90.000 90.000	6.2680 6.2680 4.9310 90.000 90.000 120.000	100.00	0.101325		2018	10	
291386		P -3 m 1	Cs2 Sn F6	(NH4)2SiF6	Structural phase transitions in the kagome lattice based materials Cs2-x Rbx Sn Cu3 F12 (x = 0, 0.5, 1.0, 1.5)	Downie, L.J.; Black, C.; Ardashnikova, E.I.; Tang, C.C.; Vasiliev, A.N.; Golovanov, A.N.; Berdonosov, P.S.; Dolgikh, V.A.; Lightfoot, P.	CrystEngComm (2014) 16, (32) p. 7419-7425	6.2867(5) 6.2867 4.9881(8) 90. 90. 120.	4.9881 6.2867 6.2867 120.000 90.000 90.000	6.2867 6.2867 4.9881 90.000 90.000 120.000	293.00	0.101325		2014	10	
291389		P -3 m 1	Cs2 Sn F6	(NH4)2SiF6	Structural phase transitions in the kagome lattice based materials Cs2-x Rbx Sn Cu3 F12 (x = 0, 0.5, 1.0, 1.5)	Downie, L.J.; Black, C.; Ardashnikova, E.I.; Tang, C.C.; Vasiliev, A.N.; Golovanov, A.N.; Berdonosov, P.S.; Dolgikh, V.A.; Lightfoot, P.	CrystEngComm (2014) 16, (32) p. 7419-7425	6.3262(5) 6.3262 5.0390(7) 90. 90. 120.	5.0390 6.3262 6.3262 120.000 90.000 90.000	6.3262 6.3262 5.0390 90.000 90.000 120.000	293.00	0.101325		2014	10	
291392		P -3 m 1	Cs2 Sn F6	(NH4)2SiF6	Structural phase transitions in the kagome lattice based materials Cs2-x Rbx Sn Cu3 F12 (x = 0, 0.5, 1.0, 1.5)	Downie, L.J.; Black, C.; Ardashnikova, E.I.; Tang, C.C.; Vasiliev, A.N.; Golovanov, A.N.; Berdonosov, P.S.; Dolgikh, V.A.; Lightfoot, P.	CrystEngComm (2014) 16, (32) p. 7419-7425	6.32825(10) 6.32825 5.04171(12) 90. 90. 120.	5.0417 6.3283 6.3283 120.000 90.000 90.000	6.3282 6.3282 5.0417 90.000 90.000 120.000	293.00	0.101325		2014	10	
410394		P 63/m m c	Cs2 Ni2 F6	BaNiO3	Einkristalluntersuchungen an hexagonalen Fluorperowskiten A M F3 (MII= Mg, Mn, Fe, Co, Ni)	Schmidt, R.E.; Welsch, M.; Kummer-Doerner, S.; Babel, D.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1999) 625,  p. 637-642	6.255(1) 6.255(1) 5.242(1) 90. 90. 120.	5.2420 6.2550 6.2550 120.000 90.000 90.000	6.2550 6.2550 5.2420 90.000 90.000 120.000	293.00	0.101325		1999	10	
425912		P -3 m 1	Cs2 (Tc F6)	(NH4)2SiF6	Hexafluoridotechnetate(IV) revisited	Balasekaran, Samundeeswari Mariappan; Molski, Matthias; Spandl, Johann; Hagenbach, Adelheid; Alberto, Roger; Abram, Ulrich	Inorganic Chemistry (2013) 52, (12) p. 7094-7099	6.2400(10) 6.2400(10) 4.9800(10) 90.00 90.00 120.00	4.9800 6.2400 6.2400 120.000 90.000 90.000	6.2400 6.2400 4.9800 90.000 90.000 120.000	200.00	0.101325		2013	10	
9702		F m -3 m	Cs2 Co F6	K2PtCl6	Complex Fluorides of Tetravalent Cobalt	Quail, J.W.; Rivett, G.A.	Canadian Journal of Chemistry (1972) 50,  p. 2447-2450	8.914(2) 8.914(2) 8.914(2) 90. 90. 90.	6.3032 6.3032 6.3032 60.000 60.000 60.000	8.9140 8.9140 8.9140 90.000 90.000 90.000	293.00	0.101325		1972	-1	
25598		P -3 m 1	Cs2 Zr F6	(NH4)2SiF6	Ueber Strukturen von Hexafluorozirkonaten und Hexafluorohafnaten	Bode, H.; Teufer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1956) 283,  p. 18-24	6.41 6.41 5.01 90. 90. 120.	5.0100 6.4100 6.4100 120.000 90.000 90.000	6.4100 6.4100 5.0100 90.000 90.000 120.000	293.00	0.101325		1956	-1	
25600		P -3 m 1	Cs2 Hf F6	(NH4)2SiF6	Ueber Strukturen von Hexafluorozirkonaten und Hexafluorohafnaten	Bode, H.; Teufer, G.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1956) 283,  p. 18-24	6.39 6.39 5. 90. 90. 120.	5.0000 6.3900 6.3900 120.000 90.000 90.000	6.3900 6.3900 5.0000 90.000 90.000 120.000	293.00	0.101325		1956	-1	
26871		F m -3 m	Cs2 Si F6	K2PtCl6	Die kristallchemische Verwandtschaft zwischen Germanium und Silicium.	Schuetz, W.	Zeitschrift fuer Physikalische Chemie, Abteilung B: Chemie der Elementarprozesse, Aufbau der Materie (1936) 31,  p. 292-308	8.89(1) 8.89(1) 8.89(1) 90. 90. 90.	6.2862 6.2862 6.2862 60.000 60.000 60.000	8.8900 8.8900 8.8900 90.000 90.000 90.000	293.00	0.101325		1936	-1	
28674		F m -3 m	Cs2 Pd F6	K2PtCl6	Ueber Fluorokomplexe des Palladiums und des Goldes	Hoppe, R.; Klemm, W.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1952) 268,  p. 364-371	9.000(4) 9.000(4) 9.000(4) 90. 90. 90.	6.3640 6.3640 6.3640 60.000 60.000 60.000	9.0000 9.0000 9.0000 90.000 90.000 90.000	293.00	0.101325		1952	-1	
29007		F m -3 m	Cs2 (Cr F6)	K2PtCl6	Ueber Strukturen von Fluorokomplexen mit vierwertigem Nickel und Chrom	Bode, H.; Voss, E.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1956) 286,  p. 136-141	9.022 9.022 9.022 90. 90. 90.	6.3795 6.3795 6.3795 60.000 60.000 60.000	9.0220 9.0220 9.0220 90.000 90.000 90.000	293.00	0.101325		1956	-1	
32221		F m -3 m	Cs2 (Ge F6)	K2PtCl6	Comparative analysis on the photoluminescence properties of Cs$_2$BF$_6$:Mn$^{4+}$ (B = Ge, Si, Zr, Ti) red phosphors for WLEDs	Liu, Manman; Dang, Peipei; Wei, Yi; Liang, Sisi; Liu, Guofeng; Geng, Aifang; Lian, Hongzhou; Lin, Jun	Journal of the American Ceramic Society (2020) 103, (2) p. 1197-1208	9.02656(10) 9.02656(10) 9.02656(10) 90. 90. 90.	6.3827 6.3827 6.3827 60.000 60.000 60.000	9.0266 9.0266 9.0266 90.000 90.000 90.000	293.00	0.101325		2020	-1	
32222		F m -3 m	Cs2 (Si F6)	K2PtCl6	Comparative analysis on the photoluminescence properties of Cs$_2$BF$_6$:Mn$^{4+}$ (B = Ge, Si, Zr, Ti) red phosphors for WLEDs	Liu, Manman; Dang, Peipei; Wei, Yi; Liang, Sisi; Liu, Guofeng; Geng, Aifang; Lian, Hongzhou; Lin, Jun	Journal of the American Ceramic Society (2020) 103, (2) p. 1197-1208	8.92167(17) 8.92167(17) 8.92167(17) 90. 90. 90.	6.3086 6.3086 6.3086 60.000 60.000 60.000	8.9217 8.9217 8.9217 90.000 90.000 90.000	293.00	0.101325		2020	-1	
35547		F m -3 m	Cs2 (Ge F6)	K2PtCl6	The crystal structure of cesium fluogermanate	Wyckoff, R.W.G.	American Journal of Science (1927) 13,  p. 347-352	8.99 8.99 8.99 90. 90. 90.	6.3569 6.3569 6.3569 60.000 60.000 60.000	8.9900 8.9900 8.9900 90.000 90.000 90.000	293.00	0.101325		1927	-1	
38548		F m -3 m	Cs2 (Si F6)	K2PtCl6	Die Kristallstruktur von K-, Rb-, Cs- und Tl-Silicofluorid und von Li Mn O4 (H2 O)3	Ketelaar, J.A.A.	Zeitschrift fuer Kristallographie (1935) 92,  p. 155-156	8.885(7) 8.885 8.885 90. 90. 90.	6.2826 6.2826 6.2826 60.000 60.000 60.000	8.8850 8.8850 8.8850 90.000 90.000 90.000	293.00	0.101325		1935	-1	
44789		F m -3 m	Cs2 Ni F6	K2PtCl6	Ueber Strukturen von Fluorokomplexen mit vierwertigem Nickel und Chrom	Bode, H.; Voss, E.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1956) 286,  p. 136-141	8.938 8.938 8.938 90. 90. 90.	6.3201 6.3201 6.3201 60.000 60.000 60.000	8.9380 8.9380 8.9380 90.000 90.000 90.000	293.00	0.101325		1956	-1	
47201		F m -3 m	Cs2 (Mn F6)	K2PtCl6	Neues ueber K2 (Mn F6), Rb2 (Mn F6) und Cs2 (Mn F6)	Hoppe, R.; Hofmann, B.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1977) 436,  p. 65-74	8.972 8.972 8.972 90. 90. 90.	6.3442 6.3442 6.3442 60.000 60.000 60.000	8.9720 8.9720 8.9720 90.000 90.000 90.000	293.00	0.101325		1977	-1	
65259		I 4/m m m	Cs2 (Cu F6)	Rb2NbCl6	Ueber Fluoride mit vierwertigem Kupfer: Cs2 (Cu F6)	Kissel, D.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1988) 559,  p. 40-48	6.2756 6.2756 8.869 90. 90. 90.	6.2735 6.2735 6.2735 90.039 119.978 119.978	6.2756 6.2756 8.8690 90.000 90.000 90.000	293.00	0.101325		1988	-1	
72832		P -3 m 1	Cs2 (Nb F6)	(NH4)2SiF6	Structural and magnetic studies of Rb2NbF6 and Cs2NbF6	Chassaing, J.; de Bournonville, M.B.; Bizot, D.; Quarton, M.	European Journal of Solid State and Inorganic Chemistry (1991) 28,  p. 441-451	6.3658(7) 6.3658(7) 5.0012(7) 90. 90. 120.	5.0012 6.3658 6.3658 120.000 90.000 90.000	6.3658 6.3658 5.0012 90.000 90.000 120.000	293.00	0.101325		1991	-1	
76272		F m -3 m	Cs2 (Mn F6)	K2PtCl6	Ueber die Struktur von Hexafluoromanganaten(IV)	Bode, H.; Wendt, W.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1952) 269,  p. 165-172	8.92 8.92 8.92 90. 90. 90.	6.3074 6.3074 6.3074 60.000 60.000 60.000	8.9200 8.9200 8.9200 90.000 90.000 90.000	293.00	0.101325		1952	-1	
111519		P -3 m 1	Cs2 Ti F6	Rb2IrF6	Single-crystal red phosphors and their core-shell structure for improved water-resistance for laser diodes applications	Zhou, Jianbang; Wang, Yunfeng; Chen, Yingyuan; Zhou, Yayun; Milićević, Bojana; Zhou, Lei; Yan, Jing; Shi, Jianxin; Liu, Ru‐Shi; Wu, Mingmei	Angewandte Chemie, International Edition (2021) 60, (8) p. 3940-3945	6.1713(10) 6.1713(10) 4.9588(8) 90. 90. 120.	4.9588 6.1713 6.1713 120.000 90.000 90.000	6.1713 6.1713 4.9588 90.000 90.000 120.000	293.00	0.101325		2021	-1	
147658	2250562	F m -3 m	Cs2 Na Gd I6	K2NaAlF6	Elusive double perovskite iodides. Structural, optical, and magnetic properties	Kent, Greggory T.; Morgan, Emily; Albanese, Kaitlin R.; Kallistova, Anna; Brumberg, Alexandra; Kautzsch, Linus; Wu, Guang; Vishnoi, Pratap; Seshadri, Ram; Cheetham, Anthony K.	Angewandte Chemie, International Edition (2023) 62, (32)  Article ID e202306000 (p. 1-6)	12.272(6) 12.272(6) 12.272(6) 90 90 90	8.6776 8.6776 8.6776 60.000 60.000 60.000	12.2720 12.2720 12.2720 90.000 90.000 90.000	428.00	0.101325		2023	10	
147659	2250563	F m -3 m	Cs2 Na Nd I6	K2NaAlF6	Elusive double perovskite iodides. Structural, optical, and magnetic properties	Kent, Greggory T.; Morgan, Emily; Albanese, Kaitlin R.; Kallistova, Anna; Brumberg, Alexandra; Kautzsch, Linus; Wu, Guang; Vishnoi, Pratap; Seshadri, Ram; Cheetham, Anthony K.	Angewandte Chemie, International Edition (2023) 62, (32)  Article ID e202306000 (p. 1-6)	12.386(4) 12.386(4) 12.386(4) 90 90 90	8.7582 8.7582 8.7582 60.000 60.000 60.000	12.3860 12.3860 12.3860 90.000 90.000 90.000	475.00	0.101325		2023	10	
147660	2250565	F m -3 m	Cs2 Na Dy I6	K2NaAlF6	Elusive double perovskite iodides. Structural, optical, and magnetic properties	Kent, Greggory T.; Morgan, Emily; Albanese, Kaitlin R.; Kallistova, Anna; Brumberg, Alexandra; Kautzsch, Linus; Wu, Guang; Vishnoi, Pratap; Seshadri, Ram; Cheetham, Anthony K.	Angewandte Chemie, International Edition (2023) 62, (32)  Article ID e202306000 (p. 1-6)	12.135(9) 12.135(9) 12.135(9) 90 90 90	8.5807 8.5807 8.5807 60.000 60.000 60.000	12.1350 12.1350 12.1350 90.000 90.000 90.000	428.00	0.101325		2023	10	
147661	2250567	P 4/m n c	Cs2 Na Ce I6	Ba2Pr(Ru,Ir)O6	Elusive double perovskite iodides. Structural, optical, and magnetic properties	Kent, Greggory T.; Morgan, Emily; Albanese, Kaitlin R.; Kallistova, Anna; Brumberg, Alexandra; Kautzsch, Linus; Wu, Guang; Vishnoi, Pratap; Seshadri, Ram; Cheetham, Anthony K.	Angewandte Chemie, International Edition (2023) 62, (32)  Article ID e202306000 (p. 1-6)	8.771(8) 8.771(8) 12.514(11) 90 90 90	8.7710 8.7710 12.5140 90.000 90.000 90.000	8.7710 8.7710 12.5140 90.000 90.000 90.000	480.00	0.101325		2023	10	
147662	2250564	F m -3 m	Cs2 Na Tb I6	K2NaAlF6	Elusive double perovskite iodides. Structural, optical, and magnetic properties	Kent, Greggory T.; Morgan, Emily; Albanese, Kaitlin R.; Kallistova, Anna; Brumberg, Alexandra; Kautzsch, Linus; Wu, Guang; Vishnoi, Pratap; Seshadri, Ram; Cheetham, Anthony K.	Angewandte Chemie, International Edition (2023) 62, (32)  Article ID e202306000 (p. 1-6)	12.247(12) 12.247(12) 12.247(12) 90 90 90	8.6599 8.6599 8.6599 60.000 60.000 60.000	12.2470 12.2470 12.2470 90.000 90.000 90.000	428.00	0.101325		2023	10	
147663	2256784	F m -3 m	Cs2 Na Gd I6	K2NaAlF6	Elusive double perovskite iodides. Structural, optical, and magnetic properties	Kent, Greggory T.; Morgan, Emily; Albanese, Kaitlin R.; Kallistova, Anna; Brumberg, Alexandra; Kautzsch, Linus; Wu, Guang; Vishnoi, Pratap; Seshadri, Ram; Cheetham, Anthony K.	Angewandte Chemie, International Edition (2023) 62, (32)  Article ID e202306000 (p. 1-6)	12.283(10) 12.283(10) 12.283(10) 90 90 90	8.6854 8.6854 8.6854 60.000 60.000 60.000	12.2830 12.2830 12.2830 90.000 90.000 90.000	474.00	0.101325		2023	10	
147664	2250566	P 1 21/n 1	Cs2 Na Ce I6	Ba2LaRuO6(mcl)	Elusive double perovskite iodides. Structural, optical, and magnetic properties	Kent, Greggory T.; Morgan, Emily; Albanese, Kaitlin R.; Kallistova, Anna; Brumberg, Alexandra; Kautzsch, Linus; Wu, Guang; Vishnoi, Pratap; Seshadri, Ram; Cheetham, Anthony K.	Angewandte Chemie, International Edition (2023) 62, (32)  Article ID e202306000 (p. 1-6)	8.594(3) 8.691(3) 12.354(4) 90 90.27(3) 90	8.5940 8.6910 12.3540 90.000 90.270 90.000	8.5940 8.6910 15.0159 90.000 124.642 90.000	298.00	0.101325		2023	10	
147665	2256783	F m -3 m	Cs2 Na Dy I6	K2NaAlF6	Elusive double perovskite iodides. Structural, optical, and magnetic properties	Kent, Greggory T.; Morgan, Emily; Albanese, Kaitlin R.; Kallistova, Anna; Brumberg, Alexandra; Kautzsch, Linus; Wu, Guang; Vishnoi, Pratap; Seshadri, Ram; Cheetham, Anthony K.	Angewandte Chemie, International Edition (2023) 62, (32)  Article ID e202306000 (p. 1-6)	12.225(10) 12.225(10) 12.225(10) 90 90 90	8.6444 8.6444 8.6444 60.000 60.000 60.000	12.2250 12.2250 12.2250 90.000 90.000 90.000	473.00	0.101325		2023	10	
147666	2256782	F m -3 m	Cs2 Na Tb I6	K2NaAlF6	Elusive double perovskite iodides. Structural, optical, and magnetic properties	Kent, Greggory T.; Morgan, Emily; Albanese, Kaitlin R.; Kallistova, Anna; Brumberg, Alexandra; Kautzsch, Linus; Wu, Guang; Vishnoi, Pratap; Seshadri, Ram; Cheetham, Anthony K.	Angewandte Chemie, International Edition (2023) 62, (32)  Article ID e202306000 (p. 1-6)	12.268(5) 12.268(5) 12.268(5) 90 90 90	8.6748 8.6748 8.6748 60.000 60.000 60.000	12.2680 12.2680 12.2680 90.000 90.000 90.000	473.00	0.101325		2023	10	
47513		F m -3 m	Cs2 Sn I6	K2PtCl6	Intrinsically low thermal conductivity in the n-type vacancy-ordered double perovskite Cs\(_2\)SnI\(_6\). Octahedral rotation and anharmonic rattling	Bhui, Animesh; Ghosh, Tanmoy; Pal, Koushik; Singh Rana, Kewal; Kundu, Kaushik; Soni, Ajay; Biswas, Kanishka	Chemistry of Materials (2022) 34, (7) p. 3301-3310	11.6280(2) 11.6280(2) 11.6280(2) 90. 90. 90.	8.2222 8.2222 8.2222 60.000 60.000 60.000	11.6280 11.6280 11.6280 90.000 90.000 90.000	293.00	0.101325		2022	10	
126052		F m -3 m	Cs2 Sn I6	K2PtCl6	Optical-vibrational properties of the Cs$_2$SnX$_6$ (X = Cl, Br, I) defect perovskites and hole-transport efficiency in dye-sensitized solar cells	Kaltzoglou, Andreas; Antoniadou, Maria; Kontos, Athanassios G.; Stoumpos, Constantinos C.; Perganti, Dorothea; Siranidi, Eirini; Raptis, Vasilios; Trohidou, Kalliopi; Psycharis, Vassilis; Kanatzidis, Mercouri G.; Falaras, Polycarpos	Journal of Physical Chemistry C (2016) 120, (22) p. 11777-11785	11.6377(1) 11.6377(1) 11.6377(1) 90. 90. 90.	8.2291 8.2291 8.2291 60.000 60.000 60.000	11.6377 11.6377 11.6377 90.000 90.000 90.000	293.00	0.101325		2016	10	
139770	2092634	F m -3 m	Cs2 Te I6	K2PtCl6	Lattice dynamics and optoelectronic properties of vacancy-ordered double perovskite Cs\(_2\)TeX\(_6\) (X = Cl\(^-\), Br\(^-\), I\(^-\)) single crystals	Folgueras, Maria C.; Jin, Jianbo; Gao, Mengyu; Quan, Li Na; Steele, Julian A.; Srivastava, Shivani; Ross, Michael B.; Zhang, Rui; Seeler, Fabian; Schierle-Arndt, Kerstin; Asta, Mark; Yang, Peidong	Journal of Physical Chemistry C (2021) 125, (45) p. 25126-25139	11.6910(5) 11.6910(5) 11.6910(5) 90 90 90	8.2668 8.2668 8.2668 60.000 60.000 60.000	11.6910 11.6910 11.6910 90.000 90.000 90.000	293.00	0.101325		2021	10	
149168		F m -3 m	Cs2 Hf I6	K2PtCl6	Structure analysis and luminescence properties of red-emitting iodide scintillators with potassium-hexachloroplatinate(IV) type structure	Kodama, Shohei; Kurosawa, Shunsuke; Fujii, Kotaro; Yashima, Masatomo; Yamaji, Akihiro; Yoshikawa, Akira	Journal of Alloys and Compounds (2024) 970,   Article ID 172506	11.6273(5) 11.6273(5) 11.6273(5) 90. 90. 90.	8.2217 8.2217 8.2217 60.000 60.000 60.000	11.6273 11.6273 11.6273 90.000 90.000 90.000	300.00	0.101325		2024	10	
149171		F m -3 m	Cs2 Zr I6	K2PtCl6	Structure analysis and luminescence properties of red-emitting iodide scintillators with potassium-hexachloroplatinate(IV) type structure	Kodama, Shohei; Kurosawa, Shunsuke; Fujii, Kotaro; Yashima, Masatomo; Yamaji, Akihiro; Yoshikawa, Akira	Journal of Alloys and Compounds (2024) 970,   Article ID 172506	11.6422(2) 11.6422(2) 11.6422(2) 90. 90. 90.	8.2323 8.2323 8.2323 60.000 60.000 60.000	11.6422 11.6422 11.6422 90.000 90.000 90.000	293.00	0.101325		2024	10	
250743		F m -3 m	Cs2 Sn I6	K2PtCl6	Semiconducting tin and lead iodide perovskites with organic cations. Phase transitions, high mobilities, and near-infrared photoluminescent properties	Stoumpos, Constantinos C.; Malliakas, Christos D.; Kanatzidis, Mercouri G.	Inorganic Chemistry (2013) 52, (15) p. 9019-9038	11.6276(9) 11.6276(9) 11.6276(9) 90. 90. 90.	8.2220 8.2220 8.2220 60.000 60.000 60.000	11.6276 11.6276 11.6276 90.000 90.000 90.000	293.00	0.101325		2013	10	
259240		F m -3 m	Cs2 Sn I6	K2PtCl6	Anharmonicity and octahedral tilting in hybrid vacancy-ordered double perovskites	Maughan, Annalise E.; Ganose, Alex M.; Candia, Andrew M.; Granger, Juliette T.; Scanlon, David O.; Neilson, James R.	Chemistry of Materials (2018) 30, (2) p. 472-483	11.64822(4) 11.64822(4) 11.64822(4) 90. 90. 90.	8.2365 8.2365 8.2365 60.000 60.000 60.000	11.6482 11.6482 11.6482 90.000 90.000 90.000	293.00	0.101325		2018	10	
280190		F m -3 m	Cs2 Pd I6	K2PtCl6	Crystal structures and pressure-induced redox reaction of Cs2 Pd I4 I2 to Cs Pd I6	Schuepp, B.; Heines, P.; Savin, A.; Keller, H.L.	Inorganic Chemistry (2000) 39,  p. 732-735	11.332(1) 11.332(1) 11.332(1) 90. 90. 90.	8.0129 8.0129 8.0129 60.000 60.000 60.000	11.3320 11.3320 11.3320 90.000 90.000 90.000	293.00	0.101325		2000	10	
760462		F m -3 m	Cs2 Sn I6	K2PtCl6	Structural, optical, and thermal properties of Cs$_2$SnI$_{6–x}$Br$_x$ mixed perovskite solid solutions	Yuan, Guan; Huang, Shengxuan; Qin, Shan; Wu, Xiang; Ding, Hongrui; Lu, Anhuai	European Journal of Inorganic Chemistry (2019) 2019, (20) p. 2524-2529	11.646(1) 11.646(1) 11.646(1) 90. 90. 90.	8.2350 8.2350 8.2350 60.000 60.000 60.000	11.6460 11.6460 11.6460 90.000 90.000 90.000	293.00	0.101325		2019	10	
22105		F m -3 m	Cs2 (Sn I6)	K2PtCl6	Die Kristallstruktur des Rb2 Sn I6 und Cs2 Sn I6	Werker, W.	Recueil des Travaux Chimiques des Pays-Bas (1939) 58,  p. 257-258	11.65(1) 11.65(1) 11.65(1) 90. 90. 90.	8.2378 8.2378 8.2378 60.000 60.000 60.000	11.6500 11.6500 11.6500 90.000 90.000 90.000	293.00	0.101325		1939	-1	
