,chemsys,nsites,E_MACE-MPA-0,E_MACE-MP-0b3,E_MatPES-r2SCAN,E_SevenNet
mp-675881,Bi-F-Rb,18,-81.51807616921677,-81.37471252263364,-302.3005676269531,-81.49249267578125
mp-615746,Bi-F-Rb,24,-110.17518395599492,-110.3959371940663,-404.19482421875,-110.18974304199219
mp-1209295,Bi-F-Rb,28,-134.0593738478316,-133.97505239239393,-515.9072875976562,-133.76251220703125
mp-1209655,Bi-F-Rb,32,-145.09500520961623,-145.26269608374673,-496.5505065917969,-144.92544555664062
mp-11245,Au-Ho,2,-9.605491608597992,-9.585783170871045,-89.7154769897461,-9.598421096801758
mp-990,Au-Ho,3,-13.756565011794898,-13.733683821926213,-141.0055694580078,-13.749795913696289
mp-1007666,Au-Ho,4,-19.294072886317775,-19.272924901524156,-179.6571502685547,-19.280288696289062
mp-30387,Au-Ho,5,-20.580973968169207,-20.61289975469281,-242.452880859375,-20.626476287841797
mp-30386,Au-Ho,8,-34.593214149483956,-34.5996786170437,-383.8785095214844,-34.583587646484375
mp-30385,Au-Ho,12,-57.504237222141334,-57.52142638093793,-508.8544616699219,-57.47942352294922
mp-1199447,Au-Ho,56,-217.00084219120185,-216.9572478169837,-2750.205810546875,-217.01998901367188
mp-23289,Cl-K,2,-6.705886240939618,-6.711767908520233,-16.411788940429688,-6.688559532165527
mp-23193,Cl-K,2,-6.853052098765957,-6.834918891811871,-16.495695114135742,-6.849771499633789
mp-1185148,Cl-K,4,-9.148305866845172,-9.102230525237253,-27.46918487548828,-9.184358596801758
mp-1018029,Cu-Pd,2,-9.534814364183894,-9.548440339407641,-33.998329162597656,-9.547307014465332
mp-1225701,Cu-Pd,2,-9.456277474839016,-9.428905726313154,-33.9031982421875,-9.461942672729492
mp-1225656,Cu-Pd,2,-9.34991987596095,-9.374459839552078,-33.80392074584961,-9.389601707458496
mp-580357,Cu-Pd,4,-17.915433472871243,-17.900252288187325,-55.795753479003906,-17.885574340820312
mp-1184119,Cu-Pd,4,-19.883264806981643,-19.848653255768568,-79.81585693359375,-19.901033401489258
mp-1225751,Cu-Pd,10,-46.4013812725815,-46.345089213177715,-157.67430114746094,-46.34667205810547
mp-30594,Cu-Pd,20,-87.80018227421931,-87.60297292540295,-266.18292236328125,-87.711669921875
mp-680639,Cu-Pd,28,-125.34578316108039,-125.1681915002188,-390.5138244628906,-125.24760437011719
mp-672265,Cu-Pd,28,-125.35817381982494,-125.1859416257721,-390.51434326171875,-125.27000427246094
mp-28488,Cu-F-Pt,16,-65.15568316125297,-65.0432239960997,-187.71163940429688,-65.1427001953125
mp-1185222,Eu-Li,4,-15.5473522634013,-15.59145012163927,-46.45120620727539,-15.657511711120605
mp-1185411,Eu-Li,4,-32.260638763858324,-32.34550200726134,-121.25150299072266,-32.35873794555664
mp-1185227,Eu-Li,8,-31.260979603420903,-31.243024928856705,-93.03861236572266,-31.39891815185547
mp-1185355,Eu-Li,8,-64.67927283142056,-64.66080314183885,-242.5712127685547,-64.75950622558594
mp-1183056,Ac-Cl,4,-14.704331987092171,-14.973262635921337,-212.8136444091797,-14.826397895812988
mp-1183113,Ac-Cl,8,-29.735787398715967,-31.201575013831718,-425.441650390625,-29.49581527709961
mp-27971,Ac-Cl,8,-39.196490201841776,-39.168366371797404,-196.31149291992188,-39.12345886230469
mp-1188012,I-Zr,4,-26.53692385010843,-26.48925783072458,-92.05538177490234,-26.44155502319336
mp-23282,I-Zr,8,-33.93318553841063,-33.81105972098852,-201.61830139160156,-33.85516357421875
mp-571279,I-Zr,12,-56.970589028891965,-56.84937794608791,-299.0184631347656,-57.08805847167969
mp-570506,I-Zr,12,-56.97384460841161,-56.8520654885488,-299.0171813964844,-57.09161376953125
mp-570188,I-Zr,16,-67.87971243835706,-67.68852657873683,-403.3057861328125,-67.74324798583984
mp-28241,I-Zr,18,-84.09398513933198,-84.19191698733337,-447.7779846191406,-84.08076477050781
mp-541112,I-Zr,20,-76.46725183726579,-76.49027301922013,-503.83673095703125,-76.56135559082031
mp-1188071,I-Zr,20,-76.39025248004323,-76.51687626596365,-503.8096923828125,-76.59725952148438
mp-571235,I-Zr,30,-115.41244524706812,-115.24659886135105,-757.5404663085938,-115.34022521972656
mp-1338653,I-Zr,69,-273.3227046949703,-273.8355793946741,-1739.2156982421875,-274.09027099609375
mp-684985,I-Zr,69,-273.5528643293243,-273.9940624057137,-1738.5458984375,-274.259521484375
mp-336,Co-Sm,6,-38.4139793512113,-38.397697705235174,-125.6540298461914,-38.426849365234375
mp-1429,Co-Sm,6,-40.64652006600899,-40.63120661395142,-102.50164031982422,-40.61399841308594
mp-1211328,Co-Sm,10,-48.94046668733071,-48.95678441313039,-316.3089904785156,-48.99372482299805
mp-1101053,Co-Sm,12,-79.26827681677251,-79.16145311823932,-228.18450927734375,-79.19880676269531
mp-1094061,Co-Sm,13,-87.76889928157098,-87.70504839060098,-192.0454559326172,-87.678466796875
mp-7317,Co-Sm,14,-77.10922527501053,-77.10511777891237,-417.6610107421875,-77.19609832763672
mp-980752,Co-Sm,16,-86.56324501070992,-86.63739936292635,-490.9161071777344,-86.61947631835938
mp-1106043,Co-Sm,18,-119.96928547931869,-119.80969522019751,-330.695556640625,-119.89329528808594
mp-1105544,Co-Sm,19,-131.59656964581163,-131.37193123825358,-297.4510192871094,-131.56405639648438
mp-1191306,Co-Sm,24,-160.61344153207546,-160.43866491270472,-433.1773376464844,-160.51327514648438
mp-540547,Co-Sm,36,-239.93774653782262,-239.6254768668455,-661.3756103515625,-239.79598999023438
mp-1200096,Co-Sm,38,-263.08043851496143,-262.71933765011914,-594.6961059570312,-262.94366455078125
mp-1197433,Co-Sm,48,-321.23711141046556,-320.88676207265314,-866.39453125,-321.037109375
mp-736,Li-P,8,-27.797650481119568,-27.47308617512705,-38.46202850341797,-27.572416305541992
mp-1025406,Li-P,8,-33.59294935843048,-33.57640076340941,-55.708560943603516,-33.35415267944336
mp-9588,Li-P,16,-66.55814636264338,-66.71118785228755,-100.10506439208984,-66.74639892578125
mp-2412,Li-P,24,-119.90417903474865,-120.25147091826044,-194.50881958007812,-120.06900787353516
mp-32760,Li-P,24,-119.02845216231329,-119.60452144304251,-194.1256866455078,-119.86026000976562
mp-28336,Li-P,40,-187.70959635553055,-187.8086901113768,-294.452880859375,-188.43426513671875
mp-27687,Li-P,64,-328.1598782237261,-328.1937708033666,-533.5914916992188,-327.67559814453125
mp-20572,F-Na-V,5,-27.473452641670164,-27.467132021807906,-41.46527099609375,-27.569547653198242
mp-1111505,F-Na-V,10,-50.228519906743166,-50.28983638262665,-73.87521362304688,-50.39739990234375
mp-556633,F-Na-V,20,-102.44391119197276,-102.49520316724366,-149.82916259765625,-102.51110076904297
mp-1120756,F-Na-V,20,-111.92678307341251,-111.5162647861586,-167.8941192626953,-111.89048767089844
mp-1120804,F-Na-V,22,-131.04144533577985,-131.5304399423579,-199.90672302246094,-130.9544219970703
mp-17999,F-Na-V,24,-134.14883311137214,-134.02245544776213,-197.19229125976562,-134.06336975097656
mp-1120795,F-Na-V,28,-165.02449892106094,-164.86314115276417,-243.7080078125,-164.99700927734375
mp-1120731,F-Na-V,32,-163.89396926854323,-163.24134913903094,-241.1947479248047,-163.73855590820312
mp-1120790,F-Na-V,32,-169.47855122426932,-169.72000810099792,-248.38217163085938,-169.5275421142578
mp-1120785,F-Na-V,88,-492.8514023032029,-493.203650161082,-732.86865234375,-494.1368408203125
mp-23421,Cl-Li-Yb,16,-65.16613823832179,-64.68279784229573,-246.49905395507812,-65.09538269042969
mp-673763,Cl-Li-Yb,40,-141.94123733965463,-142.10270085623,-400.53656005859375,-142.94265747070312
mp-1187104,Cu-Sr,4,-8.188923481230376,-8.209465388073387,-54.50129699707031,-8.219315528869629
mp-2726,Cu-Sr,6,-22.633631006853054,-22.614016469288927,-69.32096862792969,-22.645484924316406
mp-1025402,Cu-Sr,8,-24.047667543537575,-24.046611950296167,-103.9132080078125,-24.06829071044922
mp-29443,I-P,6,-17.229161892899537,-17.250477561124,-116.30189514160156,-17.22487449645996
mp-27529,I-P,8,-20.306181461102092,-20.36814940894766,-165.85861206054688,-20.31717300415039
mp-557726,Au-F-Gd,112,-547.0307459443873,-547.5244808575574,-1832.049072265625,-547.292724609375
mp-1111894,Cl-Gd-Na,10,-47.61193740235877,-47.60351878385863,-109.36045837402344,-47.607147216796875
mp-33554,Cl-Gd-Na,10,-49.04001980616875,-49.01880130329456,-110.85617065429688,-49.036354064941406
mp-28156,Cl-Gd-Na,12,-70.94033923959918,-70.94381622038296,-166.68035888671875,-70.94883728027344
mp-1210500,Cl-Gd-Na,32,-168.53189059624668,-168.6111484042982,-388.30133056640625,-168.51702880859375
mp-1211642,Br-K-Sm,32,-126.68798948160814,-126.52991557519753,-653.0531616210938,-126.11750030517578
mp-1211730,Br-K-Sm,32,-120.10617764061847,-119.49170732979842,-524.1573486328125,-119.76390075683594
mp-2222,Hg-Mn,2,-8.802921185143843,-8.81901678854669,-64.0387954711914,-8.800813674926758
mp-1185994,Hg-Mn,4,-8.894663396894012,-8.955657625208046,-162.46250915527344,-8.879618644714355
mp-975467,Hg-Mn,4,-26.120294100869636,-26.093544573728472,-93.40950012207031,-25.912479400634766
mp-30720,Hg-Mn,14,-36.39050940387503,-36.35780154251769,-552.2290649414062,-36.332786560058594
mp-27828,Cl-Cs-Ti,9,-37.23719390960653,-37.21928879668081,-118.2645263671875,-37.186767578125
mp-28283,Cl-Cs-Ti,10,-45.46437869988614,-45.6080029730624,-132.0198974609375,-45.49880599975586
mp-1189107,Cl-Cs-Ti,20,-92.98865701505609,-93.02590956626105,-226.172119140625,-92.93048095703125
mp-505663,Cl-Cs-Ti,20,-93.39158371481538,-93.37773734240736,-226.61354064941406,-93.25658416748047
mp-569484,Cl-Cs-Ti,28,-121.30100947018053,-121.36258100987885,-370.4071960449219,-121.30451965332031
mp-613910,Ba-F-Ni,8,-34.938001550152855,-34.81632922483285,-80.36400604248047,-34.876068115234375
mp-556041,Ba-F-Ni,9,-47.23281845339418,-47.391712785415436,-118.1477279663086,-47.4315071105957
mp-555321,Ba-F-Ni,12,-60.2874762519985,-60.33476638365873,-143.16152954101562,-60.698875427246094
mp-1215007,Ba-F-Ni,16,-68.33182451296048,-68.14949856545047,-174.19357299804688,-68.19071960449219
mp-560626,Ba-F-Ni,27,-124.55353704794072,-124.77341701881208,-267.8265380859375,-126.33950805664062
mp-27680,Ba-F-Ni,30,-146.24859039986356,-146.32111718138788,-336.3564453125,-147.71026611328125
mp-1041199,Ba-F-Ni,45,-196.95623817555034,-196.91355341713233,-463.3460693359375,-197.7118377685547
mp-2268,Ag-Tb,2,-8.116570036628213,-8.09789284235137,-60.77194595336914,-8.09671688079834
mp-30358,Ag-Tb,3,-11.273416819326092,-11.234589629357755,-82.14655303955078,-11.189218521118164
mp-1187267,Ag-Tb,4,-16.702941736356838,-16.72336810087231,-138.09078979492188,-16.706924438476562
mp-980060,Ag-Tb,4,-14.059845486615963,-14.048077476455159,-103.42815399169922,-14.051371574401855
mp-981748,Ag-Tb,8,-28.072264253384205,-28.00113997231934,-207.1063232421875,-28.080284118652344
mp-1217874,Ag-Tb,65,-225.31814595849337,-224.97422099371815,-1643.732666015625,-224.8404541015625
mp-1216588,F-In-Tl,8,-33.53921092822177,-33.44796982744609,-113.45603942871094,-33.55035400390625
mp-23496,Ag-Cs-I,24,-61.536685204216575,-61.37744294674137,-583.8524780273438,-61.48003387451172
mp-540881,Ag-Cs-I,24,-64.07935417328716,-64.01174056023584,-610.5392456054688,-64.29339599609375
mp-1112654,Al-Cs-I,10,-26.873428465811852,-26.88048402836369,-241.78440856933594,-26.94964027404785
mp-676049,B-F-K,6,-33.06801886493235,-32.92032098184075,-44.68385696411133,-32.98278045654297
mp-4929,B-F-K,24,-133.5703405004633,-133.35773524859422,-180.868408203125,-133.5798797607422
mp-1205091,B-F-K,52,-308.35438198295435,-308.45539832213524,-376.48236083984375,-307.88629150390625
mp-1113993,Cl-Rb-Tl,10,-30.648047010684074,-30.645752299805867,-147.56167602539062,-30.59835433959961
mp-1113994,Cl-Rb-Tl,10,-30.406066353760107,-30.399496012420023,-185.12442016601562,-30.345199584960938
mp-1209198,Cl-Rb-Tl,16,-51.779859801685205,-51.71147292084575,-343.9397888183594,-51.859336853027344
mp-29384,Cl-Rb-Tl,40,-124.97182953989002,-124.89649846464292,-593.5115966796875,-124.7942123413086
mp-28448,Cl-Dy,8,-38.26370308314157,-38.20193698888159,-131.70689392089844,-38.241241455078125
mp-1213029,Cl-Dy,24,-109.24421562159897,-109.23261149770059,-458.7846374511719,-109.25177001953125
mp-1213323,Cl-Dy,38,-173.7567199843023,-173.90178003347782,-708.1409301757812,-173.82534790039062
mp-669497,Cl-Dy,64,-293.5245574423893,-293.2873910261104,-1186.753173828125,-292.9800109863281
mp-975649,Li-Tm,8,-29.240560382203437,-29.34801393712789,-216.0553741455078,-29.265506744384766
mp-1185283,Li-Tm,8,-18.722298983109802,-18.71834600792423,-83.64309692382812,-18.66684341430664
mp-1186130,Ag-Np,4,-19.96753959076773,-19.97543738286987,-146.7743377685547,-19.989078521728516
mp-1186159,Ag-Np,8,-40.02408863734996,-39.9933743204693,-293.75335693359375,-40.01765823364258
mp-23288,Al-Br,16,-52.354818282814946,-52.36646924177521,-206.48680114746094,-52.324134826660156
mp-39008,Al-Br,30,-84.18218474729909,-88.05561400772704,-389.4454345703125,-90.23057556152344
mp-11488,La-Tl,2,-8.141416845854273,-8.132104414614219,-83.96062469482422,-8.151790618896484
mp-371,La-Tl,4,-18.119051868225633,-18.123799609928234,-143.59983825683594,-18.09524917602539
mp-1185103,La-Tl,4,-18.05337824495502,-17.969873694594273,-143.47454833984375,-18.022926330566406
mp-2001,La-Tl,4,-13.443849871283422,-13.429857063499666,-190.8217315673828,-13.41872787475586
mp-1106000,La-Tl,16,-59.967880243652424,-59.87377241717882,-717.8129272460938,-59.63347625732422
mp-1189767,La-Tl,16,-69.01995592181396,-69.31904260029567,-624.1435546875,-69.22894287109375
mp-998710,F-Hg-Tl,5,-16.148354188961395,-16.167129984055848,-120.32611083984375,-16.125041961669922
mp-998758,F-Hg-Tl,40,-129.6914666199596,-129.85381570495682,-963.3687744140625,-129.48336791992188
mp-984827,Ba-Nd,2,-6.2282782047146314,-6.2376999537704,-60.50124740600586,-6.217679023742676
mp-1183352,Ba-Nd,4,-9.763654548945363,-9.762867924325997,-115.76904296875,-9.747380256652832
mp-1183351,Ba-Nd,8,-19.52844783548134,-19.580602007901696,-231.5724334716797,-19.54850196838379
mp-1221725,Cu-Mn,5,-40.081954489025975,-40.06104445803794,-69.31156921386719,-40.0050048828125
mp-974747,Cu-Mn,8,-42.284220710611244,-41.88758285627312,-94.8240737915039,-42.074920654296875
mp-11281,Be-V,12,-69.04695023910789,-68.83144120546912,-93.82717895507812,-68.94617462158203
mp-571438,Be-V,13,-55.2870741741312,-55.06873228473916,-66.41706848144531,-55.00392532348633
mp-644311,Cu-Pt,2,-10.483419827176018,-10.474635527557094,-62.63219451904297,-10.502586364746094
mp-12086,Cu-Pt,4,-18.90848760543613,-18.930918501405408,-84.58087921142578,-18.83607292175293
mp-1213433,Cu-Pt,4,-12.74422951782848,-12.741505967622444,-155.70289611816406,-12.773092269897461
mp-12608,Cu-Pt,8,-47.04951236913603,-46.85507310309948,-371.64007568359375,-46.948387145996094
mp-1208070,F-Tl-U,34,-236.8310550295554,-236.3043964422308,-798.6585693359375,-236.95069885253906
mp-27382,F-Tl-U,56,-359.1510293933682,-358.6031844840514,-1386.10205078125,-359.61566162109375
mp-1208161,F-Tl-U,64,-457.42585046505417,-456.89969180108494,-1476.1441650390625,-457.6032409667969
mp-557047,Cr-Cs-F-Na,20,-100.65873512635196,-100.73893540566834,-237.38075256347656,-100.72943115234375
mp-23209,Cl-Sr,3,-12.83850654551112,-12.813205920569391,-35.669246673583984,-12.831249237060547
mp-1187157,Cl-Sr,8,-26.705999627034927,-26.86363780133767,-81.8377914428711,-26.869522094726562
mp-531572,Cl-Sr,77,-323.5419776525073,-323.07669836300727,-906.1358642578125,-324.72412109375
mp-1366228,Cl-Sr,77,-320.40617255825214,-320.4330958102324,-903.221923828125,-322.55938720703125
mp-724714,Cl-Sr,77,-319.1431579806752,-318.2949084690329,-899.8527221679688,-319.4379577636719
mp-1111784,As-Br-Cs-Rb,10,-29.173148135011807,-29.18692014335251,-160.20594787597656,-29.170991897583008
mp-8455,Cs-F,2,-7.816241370433046,-7.8084775307277114,-33.7358283996582,-7.773719787597656
mp-1784,Cs-F,2,-8.019501120465677,-7.961849339797143,-33.84140396118164,-8.018335342407227
mp-1208169,Cr-F-Tl,9,-43.35250740868734,-43.05542151087313,-162.84912109375,-43.2781867980957
mp-1205742,Cr-F-Tl,10,-47.81005284167052,-47.769391226522636,-217.0726776123047,-47.74781799316406
mp-22956,Cl-K-Pd,7,-24.404697575177973,-24.407294106360904,-70.27819061279297,-24.386140823364258
mp-23067,Cl-K-Pd,9,-28.730845147684636,-28.754404515415388,-83.57296752929688,-28.703752517700195
mp-1393470,Cu-F-Y,7,-39.76528993060188,-39.64555774533389,-68.38619995117188,-39.821197509765625
mp-1180180,Cu-I-Rb,12,-9.819736271219613,-9.447972400991947,-204.0207061767578,-12.571433067321777
mp-1103650,Cu-I-Rb,12,-34.70891937838424,-34.61967595783986,-226.67520141601562,-34.660850524902344
mp-569764,Cu-I-Rb,24,-69.44488140198172,-69.2585371754991,-453.4416809082031,-69.38764953613281
mp-1205997,F-Na-U,8,-51.34159847506476,-50.9222715941239,-131.4436798095703,-51.12643814086914
mp-555679,F-Na-U,9,-54.72391335898153,-54.65918363332793,-138.44088745117188,-54.546749114990234
mp-14192,F-Na-U,9,-54.49122097931918,-54.5395721506851,-138.60011291503906,-54.549503326416016
mp-35589,F-Na-U,11,-63.24685444005743,-63.15761545320825,-150.92474365234375,-63.086090087890625
mp-1103472,F-Na-U,11,-63.20605186043819,-63.12752960132305,-149.20907592773438,-63.192413330078125
mp-864913,F-Na-U,12,-68.71267357144089,-68.5895444447596,-157.58457946777344,-68.64794921875
mp-676341,F-Na-U,18,-109.34673123870763,-109.26211372053056,-276.93719482421875,-109.093505859375
mp-558572,F-Na-U,18,-109.05361318934754,-109.0775195303371,-277.27911376953125,-109.16251373291016
