,chemsys,nsites,E_MACE-MPA-0,E_MACE-MP-0b3,E_MatPES-r2SCAN,E_SevenNet
2246_CsTiPtF,Cs-F-Pt-Ti,10,-50.91779385402948,-50.96799439687807,-159.36288452148438,-51.23119354248047
2247_CsMgAgF,Ag-Cs-F-Mg,10,-42.25196259187125,-42.344346893940234,-122.26582336425781,-42.34286880493164
2248_CsNaVF,Cs-F-Na-V,10,-50.47057376298685,-50.61010116616412,-118.0780258178711,-50.69522476196289
2249_CsBeAmF,Am-Be-Cs-F,10,,,,
2250_CsRhTlF,Cs-F-Rh-Tl,10,-44.41062305775211,-44.569861392929035,-169.6043243408203,-44.514404296875
2251_CsHgAmF,Am-Cs-F-Hg,10,,,,
2252_CsCuTlF,Cs-Cu-F-Tl,10,-40.766639450754354,-40.812585738243214,-156.28125,-40.84817123413086
2254_CsTiTlF,Cs-F-Ti-Tl,10,-51.72854792361299,-51.9333628347283,-165.5011444091797,-51.733421325683594
2255_CsNiRaF,Cs-F-Ni-Ra,10,,,,
2256_CsCdSmF,Cd-Cs-F-Sm,10,-47.983534584956146,-49.09975347623228,-157.1937713623047,-48.392757415771484
2257_CsInAuF,Au-Cs-F-In,10,-41.13874955242231,-41.16071330646885,-166.1630859375,-41.073158264160156
2258_CsCaEuF,Ca-Cs-Eu-F,10,-59.2883022526537,-59.47923829601146,-152.10748291015625,-59.469749450683594
2259_CsLiErF,Cs-Er-F-Li,10,-52.869059258855195,-52.889519972035764,-143.4723663330078,-52.989959716796875
2260_CsBKF,B-Cs-F-K,10,-46.426953890599506,-45.93544285512435,-110.23542785644531,-46.842247009277344
2261_CsCuTmF,Cs-Cu-F-Tm,10,-50.85276298533796,-51.001384133487285,-146.00567626953125,-51.03271484375
2262_CsTiVF,Cs-F-Ti-V,10,-55.37062515881588,-55.84493481616158,-126.17086029052734,-55.652103424072266
2264_CsCoCdF,Cd-Co-Cs-F,10,-42.99445891597117,-43.13801086679638,-128.07742309570312,-43.138980865478516
2263_CsNdHgF,Cs-F-Hg-Nd,10,-46.45786879933038,-46.86436502709854,-181.50930786132812,-46.737693786621094
2266_CsFeRaF,Cs-F-Fe-Ra,10,,,,
2267_CsLiTlF,Cs-F-Li-Tl,10,-41.905702897224856,-41.88019272079734,-151.30862426757812,-41.966243743896484
2268_CsFeCdF,Cd-Cs-F-Fe,10,-44.716435376242124,-44.88217137535711,-129.9405517578125,-44.734886169433594
2269_CsCoRaF,Co-Cs-F-Ra,10,,,,
2270_CsPrHgF,Cs-F-Hg-Pr,10,-46.3456260973113,-46.752341747215915,-179.39755249023438,-46.56986618041992
2271_CsKInF,Cs-F-In-K,10,-44.489952161887324,-44.505094109407636,-127.387451171875,-44.523231506347656
2272_CsIrTlF,Cs-F-Ir-Tl,10,-44.97936221418488,-45.16409125665839,-196.50460815429688,-45.02192687988281
2273_CsAgBiF,Ag-Bi-Cs-F,10,-42.842650396511,-42.93284495901658,-173.3028564453125,-42.98411178588867
2274_CsRuTlF,Cs-F-Ru-Tl,10,-46.19768089668312,-46.3912582357377,-170.6827392578125,-46.32795715332031
2275_CsCaSrF,Ca-Cs-F-Sr,10,-51.147233806601946,-51.0811856106457,-127.84512329101562,-51.18955993652344
2276_CsBePbF,Be-Cs-F-Pb,10,-46.73237915326696,-46.87881769145691,-157.8732452392578,-46.921878814697266
2277_CsLiTmF,Cs-F-Li-Tm,10,-52.89584225021462,-52.9086346959147,-141.9257354736328,-53.0179443359375
2278_CsNiCdF,Cd-Cs-F-Ni,10,-40.756769275790354,-40.87880851709606,-126.92457580566406,-40.954097747802734
2279_CsNaGaF,Cs-F-Ga-Na,10,-45.39946287186512,-45.375219024613635,-114.32212829589844,-45.410003662109375
2280_CsBAuF,Au-B-Cs-F,10,-42.83732193783814,-42.78550397359682,-148.7295684814453,-43.242271423339844
2281_CsAgLaF,Ag-Cs-F-La,10,-50.228145125979054,-50.02884638703643,-151.26536560058594,-50.26041030883789
2282_CsCuYbF,Cs-Cu-F-Yb,10,-46.433598215851255,-46.524503411883146,-145.60882568359375,-46.581504821777344
2283_CsCoAgF,Ag-Co-Cs-F,10,-42.13301768933867,-42.532321601225384,-127.21366119384766,-42.47660446166992
2284_CsRbRhF,Cs-F-Rb-Rh,10,-44.98461609340653,-45.078298006608975,-132.6779022216797,-45.10879898071289
2285_CsNaCrF,Cr-Cs-F-Na,10,-50.2170240528754,-50.273965036418645,-118.61683654785156,-50.296119689941406
2286_CsFeAgF,Ag-Cs-F-Fe,10,-45.21563113108363,-45.25517797179881,-129.99395751953125,-45.13096618652344
2287_CsNaMnF,Cs-F-Mn-Na,10,-48.70447538987716,-48.80420261764739,-117.3262710571289,-48.85268020629883
2288_CsEuYbF,Cs-Eu-F-Yb,10,-59.63510905925695,-59.82523603097373,-179.64974975585938,-59.78334045410156
2291_CsHgPuF,Cs-F-Hg-Pu,10,-55.769035541660315,-54.61220609423652,-234.10279846191406,-55.27484130859375
2290_CsCaPbF,Ca-Cs-F-Pb,10,-48.689729630941834,-48.73364449161216,-163.9859161376953,-48.79803466796875
2292_CsMoTlF,Cs-F-Mo-Tl,10,-48.0921815123726,-48.10892282877967,-174.21847534179688,-47.95750427246094
2293_CsTiRbF,Cs-F-Rb-Ti,10,-52.36821928785737,-52.389604189294936,-128.5814208984375,-52.302127838134766
2294_CsCuLuF,Cs-Cu-F-Lu,10,-50.980694700853334,-51.18805348485809,-149.77777099609375,-51.12472915649414
2295_CsPHgF,Cs-F-Hg-P,10,-41.15045045754994,-42.27637357078092,-152.5811767578125,-41.72667694091797
2296_CsNiAgF,Ag-Cs-F-Ni,10,-39.48586631036293,-39.8603586085456,-125.31507110595703,-39.713287353515625
2297_CsPdPaF,Cs-F-Pa-Pd,10,-54.55753790377794,-55.152882280282846,-196.9492645263672,-54.72865295410156
2298_CsBeSrF,Be-Cs-F-Sr,10,-49.346381897926115,-49.17684488424043,-121.6115493774414,-49.409732818603516
2299_CsLiYbF,Cs-F-Li-Yb,10,-45.64367884823847,-46.46352927118798,-141.48641967773438,-45.506324768066406
2301_CsPdLaF,Cs-F-La-Pd,10,-50.861527956067256,-51.13556148950581,-151.53196716308594,-51.19613265991211
2302_CsLiLuF,Cs-F-Li-Lu,10,-53.0719404314879,-53.04267382381742,-145.56690979003906,-53.09672546386719
2303_CsRbIrF,Cs-F-Ir-Rb,10,-45.60668503293746,-45.64397501866268,-159.586181640625,-45.67755889892578
2304_CsHgNpF,Cs-F-Hg-Np,10,-54.168483010326646,-53.611431508438926,-231.1476593017578,-53.75459289550781
2305_CsCeHgF,Ce-Cs-F-Hg,10,-48.42981830552753,-48.03638656698753,-179.30921936035156,-48.231834411621094
2306_CsSrYbF,Cs-F-Sr-Yb,10,-51.16511985544041,-50.955993950204274,-155.85299682617188,-51.54618835449219
2307_CsEuTmF,Cs-Eu-F-Tm,10,-60.29576947953853,-62.724661212208986,-179.88084411621094,-60.72798538208008
2308_CsMgRaF,Cs-F-Mg-Ra,10,,,,
2309_CsSrHgF,Cs-F-Hg-Sr,10,-42.00470304299832,-42.05668047514811,-162.35321044921875,-41.98101043701172
2310_CsRbRuF,Cs-F-Rb-Ru,10,-46.77896258794081,-46.932471063476704,-133.84156799316406,-46.96040725708008
2311_CsCuAuF,Au-Cs-Cu-F,10,-38.840448225449606,-38.95059013971958,-150.77035522460938,-38.92078399658203
2312_CsBeEuF,Be-Cs-Eu-F,10,-57.45038759839414,-57.162186008820115,-146.14700317382812,-57.726356506347656
2314_CsNaFeF,Cs-F-Fe-Na,10,-47.21084780370696,-47.36313984029263,-115.98188781738281,-47.28736114501953
2315_CsPdUF,Cs-F-Pd-U,10,-55.5816524504956,-55.40014886914482,-199.83868408203125,-55.570072174072266
2316_CsHgPbF,Cs-F-Hg-Pb,10,-39.620665490158586,-39.608304575503475,-198.6384735107422,-39.66473388671875
2317_CsPdBaF,Ba-Cs-F-Pd,10,-45.77649724154982,-45.68569831332675,-147.36878967285156,-45.84228515625
2318_CsRbMoF,Cs-F-Mo-Rb,10,-48.72030665408401,-48.656719214106815,-137.40829467773438,-48.7169303894043
2319_CsSrTmF,Cs-F-Sr-Tm,10,-51.979634141118794,-54.82439282974948,-156.1494598388672,-52.6400146484375
2320_CsYbPbF,Cs-F-Pb-Yb,10,-48.637414113520805,-48.79132487026817,-192.14089965820312,-49.04987716674805
2321_CsGeRaF,Cs-F-Ge-Ra,10,,,,
2322_CsCuRaF,Cs-Cu-F-Ra,10,,,,
2323_CsTiBaF,Ba-Cs-F-Ti,10,-53.03078488785444,-54.16400352325306,-143.12371826171875,-53.09121322631836
2324_CsCaAmF,Am-Ca-Cs-F,10,,,,
2325_CsLiAuF,Au-Cs-F-Li,10,-38.97723904104098,-39.10147849858975,-144.6409454345703,-39.142574310302734
2326_CsTiMnF,Cs-F-Mn-Ti,10,-55.471340986633074,-56.176830364627655,-126.92896270751953,-55.8935546875
2327_CsHgUF,Cs-F-Hg-U,10,-53.00874878721535,-52.59638804168878,-228.15663146972656,-52.71105194091797
2328_CsHgBiF,Bi-Cs-F-Hg,10,-39.82353513086844,-39.97477268388384,-200.63247680664062,-39.9184684753418
2329_CsCaSmF,Ca-Cs-F-Sm,10,-52.2324021119656,-54.71394839417129,-149.2171630859375,-52.824859619140625
2330_CsZnRaF,Cs-F-Ra-Zn,10,,,,
2331_CsTaTlF,Cs-F-Ta-Tl,10,-52.21537439316998,-52.3041509463495,-197.57254028320312,-52.390777587890625
2332_CsTmPbF,Cs-F-Pb-Tm,10,-50.90263320652831,-52.36303708322505,-192.54908752441406,-51.21821594238281
2333_CsAuAuF,Au-Cs-F,10,-36.228225779573634,-36.31006554123374,-187.97149658203125,-36.31077575683594
2334_CsNbTlF,Cs-F-Nb-Tl,10,-50.888156458535235,-50.998039150435304,-174.1236572265625,-50.85382080078125
2335_CsNaNiF,Cs-F-Na-Ni,10,-40.976670685686756,-41.43122742670029,-111.07681274414062,-40.95292663574219
2336_CsNaAsF,As-Cs-F-Na,10,-44.49303646882456,-44.36031929836884,-113.88799285888672,-44.43500900268555
2337_CsTiZnF,Cs-F-Ti-Zn,10,-49.93771249476162,-49.93067703103949,-119.91087341308594,-49.90128707885742
2339_CsZnPdF,Cs-F-Pd-Zn,10,-40.69470949530324,-40.992109528845326,-124.54508972167969,-40.949928283691406
2338_CsPdCeF,Ce-Cs-F-Pd,10,-51.57685832580261,-51.47126149540574,-152.16102600097656,-51.50460433959961
2340_CsPdNpF,Cs-F-Np-Pd,10,-56.82334803791552,-56.74200634174862,-203.37451171875,-56.6875114440918
2341_CsLaHgF,Cs-F-Hg-La,10,-46.92662784350567,-47.175739632805346,-178.52670288085938,-47.183815002441406
2342_CsNaCoF,Co-Cs-F-Na,10,-44.0577150552404,-44.565608614819226,-113.19233703613281,-44.381126403808594
2344_CsMnRaF,Cs-F-Mn-Ra,10,,,,
2345_CsHgPaF,Cs-F-Hg-Pa,10,-52.13689748337067,-52.47682071287456,-225.7457733154297,-51.52021789550781
2346_CsKAuF,Au-Cs-F-K,10,-38.4514769732875,-38.532463237135886,-148.144775390625,-38.46348571777344
2347_CsYbAmF,Am-Cs-F-Yb,10,,,,
2349_CsGePdF,Cs-F-Ge-Pd,10,-44.347518332086686,-44.448459036924355,-129.1356201171875,-44.682186126708984
2350_CsPdPuF,Cs-F-Pd-Pu,10,-58.705843808458646,-58.579431873534205,-206.7059326171875,-58.52907943725586
2351_CsTiGeF,Cs-F-Ge-Ti,10,-51.04405996235628,-50.75637403194429,-123.05900573730469,-51.42466735839844
2352_CsPAgF,Ag-Cs-F-P,10,-42.046134998314514,-42.16890480271495,-121.72999572753906,-42.161067962646484
2353_CsCuPdF,Cs-Cu-F-Pd,10,-41.583201936394175,-41.680061558924955,-124.2940902709961,-41.615638732910156
2354_CsLuAuF,Au-Cs-F-Lu,10,-49.02730290139796,-49.02893334281797,-187.8363494873047,-49.14546585083008
2355_CsYbAuF,Au-Cs-F-Yb,10,-43.385153397767674,-43.83163824294903,-183.4874725341797,-43.75237274169922
2356_CsSmYbF,Cs-F-Sm-Yb,10,-53.24968998368752,-55.494993279288394,-176.66390991210938,-53.44352340698242
2357_CsCdNdF,Cd-Cs-F-Nd,10,-47.87357066932843,-49.040613263624465,-154.0586700439453,-48.221343994140625
2358_CsPFrF,Cs-F-Fr-P,10,,,,
2359_CsRbTaF,Cs-F-Rb-Ta,10,-52.579446604172134,-52.80400893577754,-160.53506469726562,-52.62244415283203
2360_CsEuDyF,Cs-Dy-Eu-F,10,-60.2727529777875,-62.719661029107016,-182.1143341064453,-60.67793273925781
2361_CsRbNbF,Cs-F-Nb-Rb,10,-51.51377934240048,-51.47577768227289,-137.18858337402344,-51.38607406616211
2363_CsPdPrF,Cs-F-Pd-Pr,10,-50.28830524316113,-50.73155627752601,-152.47779846191406,-50.61532974243164
2364_CsMgTiF,Cs-F-Mg-Ti,10,-51.968793693937734,-52.389797409035005,-118.43228149414062,-52.13603210449219
2365_CsMgPdF,Cs-F-Mg-Pd,10,-44.54081043227418,-44.67655000581174,-123.32781982421875,-44.63242721557617
2366_CsKLuF,Cs-F-K-Lu,10,-52.58985741735795,-52.488327627507495,-149.21713256835938,-52.4925422668457
2367_CsScTlF,Cs-F-Sc-Tl,10,-52.80912150960671,-52.85079104205324,-166.4643096923828,-52.760536193847656
2368_CsCrRaF,Cr-Cs-F-Ra,10,,,,
2370_CsPdNdF,Cs-F-Nd-Pd,10,-50.40343726063285,-50.812613408810996,-154.53921508789062,-50.75145721435547
2371_CsKYbF,Cs-F-K-Yb,10,-44.515521660114274,-45.468486998781174,-144.842529296875,-44.61522674560547
2372_CsCuInF,Cs-Cu-F-In,10,-43.149278188117584,-43.13921031573749,-128.1210479736328,-43.182594299316406
2374_CsSrDyF,Cs-Dy-F-Sr,10,-52.06250696515452,-54.855078114425844,-158.4029083251953,-52.62038803100586
2375_CsTmAuF,Au-Cs-F-Tm,10,-48.894192442403465,-48.82027193696308,-183.99664306640625,-49.046104431152344
2376_CsCrPtF,Cr-Cs-F-Pt,10,-47.54357670227403,-47.39256693535591,-159.3814239501953,-47.671817779541016
2377_CsPdAmF,Am-Cs-F-Pd,10,,,,
2378_CsAuTlF,Au-Cs-F-Tl,10,-38.192902500529755,-38.2274499216552,-193.53529357910156,-38.194671630859375
2380_CsPdCmF,Cm-Cs-F-Pd,10,,,,
2381_CsNaCuF,Cs-Cu-F-Na,10,-41.27761635595182,-41.28254120159511,-108.73204040527344,-41.22660446166992
2382_CsLiInF,Cs-F-In-Li,10,-45.000740600816044,-44.99223850129894,-123.82530975341797,-45.043888092041016
2383_CsPdPmF,Cs-F-Pd-Pm,10,-50.55660045253392,-50.82645293977833,-156.17747497558594,-50.832008361816406
2384_CsErAuF,Au-Cs-Er-F,10,-48.8515624117156,-48.83439363869178,-185.52420043945312,-49.03202819824219
2385_CsDyPbF,Cs-Dy-F-Pb,10,-50.89374887004415,-52.357544954229155,-194.91009521484375,-51.122398376464844
2386_CsSbTlF,Cs-F-Sb-Tl,10,-43.77972703547623,-43.82810371218878,-173.1671905517578,-43.879661560058594
2387_CsKTmF,Cs-F-K-Tm,10,-52.336750691013854,-52.28579914282535,-145.36373901367188,-52.38665008544922
2389_CsTiCoF,Co-Cs-F-Ti,10,-51.9645991117855,-53.12369647086539,-123.38508605957031,-52.44935607910156
2392_CsVCrF,Cr-Cs-F-V,10,-54.32597445839737,-54.727548573974616,-126.97201538085938,-54.733558654785156
2393_CsNaAlF,Al-Cs-F-Na,10,-49.49085097052993,-49.54231317970218,-113.31383514404297,-49.574546813964844
2394_CsKTlF,Cs-F-K-Tl,10,-41.248599986847026,-41.32109050280417,-154.62258911132812,-41.2425537109375
2395_CsScRbF,Cs-F-Rb-Sc,10,-53.3620302329365,-53.40751808631415,-129.6290283203125,-53.37427520751953
2396_CsMnPtF,Cs-F-Mn-Pt,10,-47.50465574170075,-47.79671777129525,-159.0048828125,-48.288917541503906
2397_CsNiPdF,Cs-F-Ni-Pd,10,-41.4161476557249,-41.90251562772803,-126.6060791015625,-41.852622985839844
2398_CsPbVacF,Cs-F-Pb,9,-38.34816375678637,-38.663441097497014,-148.4690399169922,-38.56391525268555
2400_CsBeNpF,Be-Cs-F-Np,10,-56.34294757461711,-57.029006068930514,-188.22598266601562,-56.5932731628418
2401_CsAgAcF,Ac-Ag-Cs-F,10,-49.13348298204938,-48.95668218272175,-189.7460479736328,-48.88243103027344
2402_CsYAuF,Au-Cs-F-Y,10,-50.50760912507179,-50.575448857596434,-169.5157928466797,-50.64213562011719
2403_CsRbAgF,Ag-Cs-F-Rb,10,-38.1222955569593,-38.012212072503935,-127.39010620117188,-38.0052490234375
2404_CsVRaF,Cs-F-Ra-V,10,,,,
2405_CsKErF,Cs-Er-F-K,10,-52.316980106163534,-52.26268958600532,-146.87750244140625,-52.34335708618164
2406_CsEuNpF,Cs-Eu-F-Np,10,-66.05270195047207,-67.24013951576737,-225.78204345703125,-66.43663024902344
2407_CsHoAuF,Au-Cs-F-Ho,10,-48.820539566847835,-48.77095395102193,-186.186767578125,-48.95000076293945
2408_CsPdSmF,Cs-F-Pd-Sm,10,-50.55333521391855,-50.90297779342036,-157.41773986816406,-50.928741455078125
2409_CsNKF,Cs-F-K-N,10,-37.74274609619682,-37.831529539245565,-100.92433166503906,-38.219886779785156
2410_CsVMnF,Cs-F-Mn-V,10,-55.10647156304304,-55.12976016327757,-127.48174285888672,-55.247962951660156
2411_CsZnPtF,Cs-F-Pt-Zn,10,-40.06968454201156,-40.17034431220088,-151.79251098632812,-40.866485595703125
2412_CsKYF,Cs-F-K-Y,10,-53.981594056030325,-53.9688343842906,-130.89013671875,-53.964046478271484
2413_CsRbSbF,Cs-F-Rb-Sb,10,-44.29137090827473,-44.391518057240674,-136.0622100830078,-44.44525909423828
2414_CsPtRaF,Cs-F-Pt-Ra,10,,,,
2415_CsSrNpF,Cs-F-Np-Sr,10,-57.98831972542317,-59.4752774641882,-201.84286499023438,-58.258934020996094
2416_CsRbPdF,Cs-F-Pd-Rb,10,-41.485469682784164,-41.4934255537106,-130.00369262695312,-41.51409149169922
2417_CsDyAmF,Am-Cs-Dy-F,10,,,,
2418_CsKHoF,Cs-F-Ho-K,10,-52.2799066469995,-52.191246268865086,-147.5493621826172,-52.27088165283203
2419_CsDyAuF,Au-Cs-Dy-F,10,-48.784680732125096,-48.76467031443075,-186.32508850097656,-48.91899108886719
2420_CsPdEuF,Cs-Eu-F-Pd,10,-54.85100839304995,-54.85790069806429,-160.1704864501953,-54.87742614746094
2422_CsCuPtF,Cs-Cu-F-Pt,10,-41.44426591157186,-41.386051092014156,-151.8262481689453,-41.98627471923828
2423_CsGePtF,Cs-F-Ge-Pt,10,-43.182858052960086,-42.750562160155155,-156.03695678710938,-43.547584533691406
2424_CsVZnF,Cs-F-V-Zn,10,-47.76444625109161,-47.66578919222318,-120.39803314208984,-47.604217529296875
2425_CsCuSbF,Cs-Cu-F-Sb,10,-43.64869963938658,-43.54353744108175,-129.134521484375,-43.5438232421875
2426_CsNAuF,Au-Cs-F-N,10,-36.21947490336094,-35.194485720416466,-141.75746154785156,-36.72595977783203
2427_CsCaNdF,Ca-Cs-F-Nd,10,-52.19774527856759,-54.71003226667525,-146.02755737304688,-52.791221618652344
2428_CsAgBaF,Ag-Ba-Cs-F,10,-43.471233076837024,-43.18941908682939,-145.8836212158203,-43.26525115966797
2429_CsPbNpF,Cs-F-Np-Pb,10,-56.0917916754916,-56.99929656355714,-238.35499572753906,-56.15150451660156
2431_CsPdGdF,Cs-F-Gd-Pd,10,-59.96431976654483,-60.35477739189393,-162.8857879638672,-60.257972717285156
2432_CsKDyF,Cs-Dy-F-K,10,-52.24793333114152,-52.19377091118848,-147.6497802734375,-52.24139404296875
2433_CsTbAuF,Au-Cs-F-Tb,10,-48.73348969703561,-48.67124094669818,-187.43716430664062,-48.875038146972656
2435_CsMgPtF,Cs-F-Mg-Pt,10,-43.85278593118983,-43.903202714817624,-150.4025421142578,-44.57164764404297
2436_CsLiSbF,Cs-F-Li-Sb,10,-45.31015495520779,-45.42222237870179,-124.86346435546875,-45.453914642333984
2437_CsVGeF,Cs-F-Ge-V,10,-50.32847578792065,-49.973903195361,-123.39630126953125,-50.115943908691406
2438_CsTbVacF,Cs-F-Tb,9,-44.289007996485175,-44.999077765358095,-138.79989624023438,-44.767616271972656
2439_CsBeDyF,Be-Cs-Dy-F,10,-49.7098573630108,-51.73619392111174,-144.35189819335938,-50.978694915771484
2440_CsLiPdF,Cs-F-Li-Pd,10,-42.26972945763493,-42.314426690878506,-118.61658477783203,-42.40911865234375
2441_CsInTlF,Cs-F-In-Tl,10,-43.641990371686305,-43.66551749285359,-171.88687133789062,-43.56097412109375
2442_CsCdBaF,Ba-Cd-Cs-F,10,-44.82172186977289,-44.785323463984724,-147.93521118164062,-44.773780822753906
2443_CsKTbF,Cs-F-K-Tb,10,-52.18060078452481,-51.92987580358289,-148.76040649414062,-52.180763244628906
2444_CsCrMnF,Cr-Cs-F-Mn,10,-54.48982069129794,-55.00258988062115,-127.75875854492188,-54.951446533203125
2445_CsScCuF,Cs-Cu-F-Sc,10,-52.29375186780723,-52.335390415170274,-122.4876708984375,-52.30228805541992
2447_CsGdAuF,Au-Cs-F-Gd,10,-57.839112270689675,-57.865870913596105,-189.8103790283203,-57.98876953125
2448_CsLiAgF,Ag-Cs-F-Li,10,-38.891426517847364,-38.9564832059364,-116.04792022705078,-38.99475860595703
2449_CsMgVF,Cs-F-Mg-V,10,-51.53895256541729,-51.32351889602125,-119.0362548828125,-51.6182975769043
2451_CsNdYbF,Cs-F-Nd-Yb,10,-53.09466351836761,-55.47589460450449,-173.2298126220703,-53.38719940185547
2450_CsNpAmF,Am-Cs-F-Np,10,,,,
2452_CsHgAcF,Ac-Cs-F-Hg,10,-45.925573741881394,-46.13338865034022,-217.04409790039062,-45.75477600097656
2453_CsLiScF,Cs-F-Li-Sc,10,-54.17557226282665,-54.19223298460418,-118.22611236572266,-54.24382019042969
2454_CsCrZnF,Cr-Cs-F-Zn,10,-47.07327949119937,-47.422173067725346,-120.74327850341797,-47.374183654785156
2455_CsPdDyF,Cs-Dy-F-Pd,10,-50.86313786817469,-51.227097092677795,-159.34181213378906,-51.208370208740234
2456_CsEuAuF,Au-Cs-Eu-F,10,-52.30252447305444,-52.213903522924696,-186.81956481933594,-52.23884582519531
2457_CsKGdF,Cs-F-Gd-K,10,-61.304519070674054,-61.21895479685487,-151.1916046142578,-61.29867935180664
2459_CsRbInF,Cs-F-In-Rb,10,-44.126033790927735,-44.182398256066406,-135.00416564941406,-44.167503356933594
2460_CsSmNpF,Cs-F-Np-Sm,10,-59.026740033031885,-61.35273262525733,-222.7452850341797,-59.79377746582031
2462_CsCrGeF,Cr-Cs-F-Ge,10,-49.91721171008871,-49.867099840757845,-123.74612426757812,-49.85638427734375
2464_CsPdHoF,Cs-F-Ho-Pd,10,-50.90369364158203,-51.253542946491784,-159.16873168945312,-51.240440368652344
2465_CsKEuF,Cs-Eu-F-K,10,-55.22121524551378,-55.25688644554584,-148.13282775878906,-55.21553039550781
2466_CsCuNbF,Cs-Cu-F-Nb,10,-50.58695842919247,-50.48083839200269,-130.07937622070312,-50.57805633544922
2467_CsCuTaF,Cs-Cu-F-Ta,10,-53.03819559408652,-52.728717135746024,-153.50808715820312,-53.184120178222656
2468_CsMnZnF,Cs-F-Mn-Zn,10,-47.75679005522294,-47.966570052889175,-121.03955078125,-47.86050033569336
2469_CsYPdF,Cs-F-Pd-Y,10,-52.596958853830614,-53.0031254007358,-142.53416442871094,-52.924560546875
2470_CsNiPtF,Cs-F-Ni-Pt,10,-40.72166398066273,-41.4422176188951,-153.9168243408203,-41.682334899902344
2471_CsSmAuF,Au-Cs-F-Sm,10,-48.435579070631064,-48.44888144936592,-184.23374938964844,-48.61443328857422
2472_CsVCoF,Co-Cs-F-V,10,-50.825397917680235,-51.08933019271372,-123.60672760009766,-50.95219802856445
2474_CsMgCrF,Cr-Cs-F-Mg,10,-50.79246991920905,-51.090223038103474,-119.29888153076172,-51.28748321533203
2475_CsAlFrF,Al-Cs-F-Fr,10,,,,
2476_CsBeTmF,Be-Cs-F-Tm,10,-49.744636986834614,-51.695110826924214,-141.8375701904297,-50.35477828979492
2478_CsLiTaF,Cs-F-Li-Ta,10,-53.60202387158762,-53.7166088818526,-149.23199462890625,-53.5900993347168
2479_CsMnGeF,Cs-F-Ge-Mn,10,-50.65674766510686,-50.31430436046671,-124.18814849853516,-50.2098388671875
2480_CsLiNbF,Cs-F-Li-Nb,10,-52.571773500010345,-52.53348646047428,-125.87235260009766,-52.4254035949707
2482_CsKSmF,Cs-F-K-Sm,10,-51.913026608430144,-51.809998431568765,-145.5779266357422,-51.942054748535156
2483_CsPmAuF,Au-Cs-F-Pm,10,-48.430124947267544,-48.43603822217663,-183.1522674560547,-48.5005989074707
2484_CsCuFrF,Cs-Cu-F-Fr,10,,,,
2485_CsTiRaF,Cs-F-Ra-Ti,10,,,,
2486_CsAuCmF,Au-Cm-Cs-F,10,,,,
2487_CsPdRaF,Cs-F-Pd-Ra,10,,,,
2488_CsPdTlF,Cs-F-Pd-Tl,10,-41.2126873861845,-41.214136677394976,-167.17236328125,-41.24683380126953
2489_CsAuAmF,Am-Au-Cs-F,10,,,,
2490_CsZnGeF,Cs-F-Ge-Zn,10,-43.12146063550111,-42.94518305103721,-117.11644744873047,-42.74382781982422
2491_CsBeYbF,Be-Cs-F-Yb,10,-49.88099978152147,-49.47685044585114,-141.7189483642578,-49.69879150390625
2492_CsBeHgF,Be-Cs-F-Hg,10,-40.487483591577856,-40.34058715093791,-148.36070251464844,-40.453128814697266
2493_CsMgMnF,Cs-F-Mg-Mn,10,-51.49458856236594,-51.615943302381986,-119.80523681640625,-51.664649963378906
2494_CsCuZnF,Cs-Cu-F-Zn,10,-40.52573430947706,-40.629395803363245,-113.600830078125,-40.64878845214844
2495_CsPdTmF,Cs-F-Pd-Tm,10,-50.96826887761803,-51.28566362107881,-156.97911071777344,-51.329437255859375
2496_CsKPmF,Cs-F-K-Pm,10,-51.91014435073946,-51.65484116962812,-144.47726440429688,-51.8419303894043
2497_CsSrEuF,Cs-Eu-F-Sr,10,-58.75172813828621,-59.02524269950511,-159.9175567626953,-58.89562225341797
2498_CsCaBaF,Ba-Ca-Cs-F,10,-50.88958762569781,-50.655077221873455,-139.931396484375,-50.904144287109375
2499_CsKCmF,Cm-Cs-F-K,10,,,,
2500_CsNdAuF,Au-Cs-F-Nd,10,-48.28229839247275,-48.37134811180392,-181.39085388183594,-48.434268951416016
2501_CsCrCoF,Co-Cr-Cs-F,10,-50.18176561304898,-50.78022877259757,-123.95945739746094,-50.57396697998047
2502_CsKAmF,Am-Cs-F-K,10,,,,
2503_CsBHgF,B-Cs-F-Hg,10,-41.643190685697725,-40.983092561785575,-149.43614196777344,-41.996185302734375
2504_CsNaPF,Cs-F-Na-P,10,-44.1366793315956,-43.935514060080884,-107.53580474853516,-43.97203826904297
2505_CsMgZnF,Cs-F-Mg-Zn,10,-44.05930600214428,-44.0864895642229,-112.90117645263672,-44.163692474365234
2506_CsCuMoF,Cs-Cu-F-Mo,10,-47.6524511018492,-47.69328090932331,-130.19696044921875,-47.46216583251953
2507_CsCuGeF,Cs-Cu-F-Ge,10,-43.63063406627041,-43.79529343286781,-117.39339447021484,-43.5013427734375
2509_CsPdYbF,Cs-F-Pd-Yb,10,-46.492097120506386,-46.69083423676099,-156.5240478515625,-46.6927375793457
2510_CsAgThF,Ag-Cs-F-Th,10,-52.68961225610051,-53.376561428267514,-195.21652221679688,-52.589385986328125
2511_CsEuPbF,Cs-Eu-F-Pb,10,-56.315022351621586,-56.58257412853182,-196.0831756591797,-56.377685546875
